meter_id,date,time,timestamp,total_active_energy_kwh,energy_consumed_kwh,units_consumed_now,todays_consumption_kwh,today_units_consumed,monthly_consumption_kwh,monthly_units_consumed,total_active_power_kw,p1_active_kw,p2_active_kw,p3_active_kw,percent_average_load,percent_load_l1,percent_load_l2,percent_load_l3,vll_avg,v12,v23,v31,vln_avg,v1_n,v2_n,v3_n,iavg,i1,i2,i3,pf_avg,frequency_hz
KSR-2,2025-01-07,00:15:00,2025-01-07 00:15:00,412534.8,0.78,0.78,12.66,12.66,6775.15,6775.15,48.41,15.14,18.08,14.83,71.93,66.52,81.26,67.44,395.71,412.06,401.84,399.48,230.35,235.88,237.32,230.68,71.93,66.52,81.26,67.44,0.92,49.31
KSR-1,2025-01-07,00:16:00,2025-01-07 00:16:00,668385.44,0.64,0.64,10.76,10.76,5416.74,5416.74,38.76,14.83,13.16,9.06,58.52,68.53,59.9,41.83,408.29,406.46,402.25,395.9,236.48,230.53,237.0,229.42,58.52,68.53,59.9,41.83,0.9,50.46
KSR-2,2025-01-07,00:16:00,2025-01-07 00:16:00,412535.58,0.78,0.78,13.44,13.44,6775.93,6775.93,45.79,15.24,17.31,13.94,70.59,69.74,78.89,67.4,396.68,401.72,400.36,394.66,236.27,234.7,234.93,228.29,70.59,69.74,78.89,67.4,0.92,50.39
KSR-1,2025-01-07,00:17:00,2025-01-07 00:17:00,668386.1,0.66,0.66,11.42,11.42,5417.4,5417.4,40.3,16.3,12.95,8.83,57.07,69.53,60.22,43.84,409.93,405.17,402.86,408.25,232.88,232.12,237.32,236.7,57.07,69.53,60.22,43.84,0.91,49.42
KSR-2,2025-01-07,00:17:00,2025-01-07 00:17:00,412536.32,0.74,0.74,14.18,14.18,6776.67,6776.67,46.42,15.1,18.4,13.6,72.37,68.33,81.24,69.25,395.56,411.7,405.22,395.08,233.0,233.51,234.62,235.88,72.37,68.33,81.24,69.25,0.93,50.65
KSR-1,2025-01-07,00:18:00,2025-01-07 00:18:00,668386.65,0.56,0.56,11.98,11.98,5417.95,5417.95,35.01,16.52,13.42,8.19,59.14,71.57,61.65,43.68,411.82,400.46,400.59,396.14,227.82,235.35,235.38,232.5,59.14,71.57,61.65,43.68,0.9,50.35
KSR-2,2025-01-07,00:18:00,2025-01-07 00:18:00,412537.12,0.79,0.79,14.97,14.97,6777.47,6777.47,47.36,15.32,17.86,14.18,75.79,67.53,79.83,66.68,403.5,412.39,403.24,398.0,236.67,232.94,231.17,227.65,75.79,67.53,79.83,66.68,0.93,49.37
KSR-1,2025-01-07,00:19:00,2025-01-07 00:19:00,668387.35,0.7,0.7,12.68,12.68,5418.65,5418.65,40.3,15.94,12.73,8.47,57.54,69.34,61.85,45.01,408.56,399.49,410.14,409.88,231.28,232.39,232.1,231.98,57.54,69.34,61.85,45.01,0.92,49.77
KSR-2,2025-01-07,00:19:00,2025-01-07 00:19:00,412537.9,0.79,0.79,15.76,15.76,6778.25,6778.25,48.24,15.32,18.29,14.75,72.21,71.12,82.51,68.8,407.29,410.87,408.36,408.74,236.46,236.53,231.56,233.01,72.21,71.12,82.51,68.8,0.93,49.27
KSR-1,2025-01-07,00:20:00,2025-01-07 00:20:00,668387.99,0.64,0.64,13.31,13.31,5419.29,5419.29,37.59,15.47,13.15,8.08,57.91,71.43,62.26,46.22,399.23,409.1,410.27,399.95,235.94,236.75,229.77,230.44,57.91,71.43,62.26,46.22,0.89,50.97
KSR-2,2025-01-07,00:20:00,2025-01-07 00:20:00,412538.68,0.77,0.77,16.53,16.53,6779.03,6779.03,46.62,13.92,17.38,14.61,74.56,67.44,82.69,66.11,398.76,409.57,394.08,409.49,235.37,237.15,229.51,231.16,74.56,67.44,82.69,66.11,0.93,49.09
KSR-1,2025-01-07,00:21:00,2025-01-07 00:21:00,668388.61,0.62,0.62,13.94,13.94,5419.91,5419.91,37.65,15.82,12.55,8.39,57.09,69.28,60.05,43.43,409.39,402.99,397.93,395.41,235.41,231.76,228.81,232.71,57.09,69.28,60.05,43.43,0.92,49.08
KSR-2,2025-01-07,00:21:00,2025-01-07 00:21:00,412539.47,0.79,0.79,17.32,17.32,6779.82,6779.82,48.18,15.13,17.94,14.76,74.79,67.68,82.79,69.9,399.37,412.99,393.12,401.1,230.3,235.77,228.49,232.62,74.79,67.68,82.79,69.9,0.91,50.56
KSR-1,2025-01-07,00:22:00,2025-01-07 00:22:00,668389.18,0.57,0.57,14.51,14.51,5420.48,5420.48,35.51,16.16,13.21,8.54,57.74,71.38,61.75,44.82,410.11,407.5,404.91,400.2,234.92,233.88,233.07,227.26,57.74,71.38,61.75,44.82,0.93,50.12
KSR-2,2025-01-07,00:22:00,2025-01-07 00:22:00,412540.26,0.8,0.8,18.12,18.12,6780.61,6780.61,45.94,14.79,17.74,13.43,73.87,69.89,80.85,66.84,401.27,404.16,393.39,404.32,228.87,232.47,235.67,229.72,73.87,69.89,80.85,66.84,0.92,50.53
KSR-1,2025-01-07,00:23:00,2025-01-07 00:23:00,668389.85,0.67,0.67,15.18,15.18,5421.15,5421.15,39.29,15.32,12.6,8.14,58.94,69.62,60.1,41.39,406.14,402.86,396.73,405.08,229.59,231.75,228.32,230.04,58.94,69.62,60.1,41.39,0.92,49.9
KSR-2,2025-01-07,00:23:00,2025-01-07 00:23:00,412541.06,0.8,0.8,18.92,18.92,6781.41,6781.41,45.93,15.18,18.0,14.56,73.18,68.16,84.19,69.87,404.53,406.8,406.07,394.09,228.45,233.69,234.78,234.68,73.18,68.16,84.19,69.87,0.93,49.2
KSR-1,2025-01-07,00:24:00,2025-01-07 00:24:00,668390.48,0.63,0.63,15.81,15.81,5421.78,5421.78,38.08,15.71,13.19,8.38,60.59,69.76,60.92,43.89,398.11,405.96,403.98,400.04,230.0,230.73,235.0,228.79,60.59,69.76,60.92,43.89,0.92,50.03
KSR-2,2025-01-07,00:24:00,2025-01-07 00:24:00,412541.8,0.74,0.74,19.66,19.66,6782.15,6782.15,46.88,14.85,18.56,14.8,74.79,67.54,81.83,69.96,407.76,408.95,406.11,396.97,233.75,234.73,231.18,228.34,74.79,67.54,81.83,69.96,0.92,50.62
KSR-1,2025-01-07,00:25:00,2025-01-07 00:25:00,668391.13,0.65,0.65,16.46,16.46,5422.43,5422.43,39.64,16.48,13.33,8.65,58.56,72.68,62.49,45.15,402.34,412.04,403.76,404.8,232.69,231.72,231.75,235.41,58.56,72.68,62.49,45.15,0.92,49.4
KSR-2,2025-01-07,00:25:00,2025-01-07 00:25:00,412542.61,0.81,0.81,20.47,20.47,6782.96,6782.96,49.93,14.22,18.68,13.35,74.71,71.59,81.59,69.38,402.53,412.54,398.9,396.81,229.05,236.47,231.74,230.4,74.71,71.59,81.59,69.38,0.93,50.73
KSR-1,2025-01-07,00:26:00,2025-01-07 00:26:00,668391.8,0.67,0.67,17.12,17.12,5423.1,5423.1,38.31,15.36,13.1,8.12,57.89,67.71,62.79,42.47,396.67,405.52,394.31,407.98,236.12,237.58,236.17,228.81,57.89,67.71,62.79,42.47,0.92,50.26
KSR-2,2025-01-07,00:26:00,2025-01-07 00:26:00,412543.35,0.74,0.74,21.21,21.21,6783.7,6783.7,45.72,15.47,18.96,13.9,75.1,70.36,79.62,66.84,410.06,401.26,407.25,406.64,231.63,230.34,230.97,228.46,75.1,70.36,79.62,66.84,0.94,49.28
KSR-1,2025-01-07,00:27:00,2025-01-07 00:27:00,668392.5,0.7,0.7,17.82,17.82,5423.8,5423.8,40.17,15.95,12.91,8.72,57.38,72.26,61.79,44.87,395.88,407.94,411.21,403.82,234.36,231.95,232.15,228.17,57.38,72.26,61.79,44.87,0.92,49.46
KSR-2,2025-01-07,00:27:00,2025-01-07 00:27:00,412544.15,0.8,0.8,22.01,22.01,6784.5,6784.5,46.11,15.03,17.87,13.75,69.91,68.47,81.43,68.57,405.24,403.45,408.06,400.22,228.06,232.21,232.53,232.95,69.91,68.47,81.43,68.57,0.9,49.39
KSR-1,2025-01-07,00:28:00,2025-01-07 00:28:00,668393.07,0.58,0.58,18.4,18.4,5424.37,5424.37,35.63,16.41,13.44,9.07,57.92,68.02,64.18,45.11,409.08,400.05,394.31,397.11,237.49,229.3,234.36,229.95,57.92,68.02,64.18,45.11,0.91,50.8
KSR-2,2025-01-07,00:28:00,2025-01-07 00:28:00,412545.01,0.86,0.86,22.86,22.86,6785.36,6785.36,49.0,14.4,17.82,13.8,74.42,67.71,81.25,70.27,398.87,400.13,400.3,403.69,234.11,231.81,233.44,230.38,74.42,67.71,81.25,70.27,0.91,49.71
KSR-1,2025-01-07,00:29:00,2025-01-07 00:29:00,668393.72,0.64,0.64,19.04,19.04,5425.02,5425.02,36.77,15.41,13.5,8.35,58.92,67.59,58.24,46.49,398.73,411.93,402.58,398.04,230.55,232.13,232.58,235.4,58.92,67.59,58.24,46.49,0.9,50.59
KSR-2,2025-01-07,00:29:00,2025-01-07 00:29:00,412545.78,0.77,0.77,23.63,23.63,6786.13,6786.13,47.2,14.66,17.78,14.63,71.97,66.62,83.83,68.6,407.73,398.49,406.32,395.14,231.97,229.34,233.4,236.49,71.97,66.62,83.83,68.6,0.91,49.0
KSR-1,2025-01-07,00:30:00,2025-01-07 00:30:00,668394.35,0.63,0.63,19.67,19.67,5425.65,5425.65,36.87,15.43,12.63,8.61,60.28,69.0,60.68,43.62,396.83,406.35,404.77,410.92,234.93,230.53,228.67,235.05,60.28,69.0,60.68,43.62,0.9,50.12
KSR-2,2025-01-07,00:30:00,2025-01-07 00:30:00,412546.61,0.83,0.83,24.46,24.46,6786.96,6786.96,48.93,14.98,18.68,13.59,74.23,66.99,82.48,68.03,409.6,412.81,396.63,397.59,230.0,235.08,233.46,233.54,74.23,66.99,82.48,68.03,0.9,50.26
KSR-1,2025-01-07,00:31:00,2025-01-07 00:31:00,668394.94,0.6,0.6,20.27,20.27,5426.24,5426.24,36.66,15.29,12.55,9.07,61.5,70.86,59.01,42.48,401.19,401.91,396.57,404.88,228.09,235.56,228.95,235.15,61.5,70.86,59.01,42.48,0.91,49.45
KSR-2,2025-01-07,00:31:00,2025-01-07 00:31:00,412547.42,0.81,0.81,25.27,25.27,6787.77,6787.77,48.15,15.53,18.59,13.29,72.69,67.03,83.88,70.4,396.09,402.79,393.52,399.95,228.27,237.27,232.78,230.55,72.69,67.03,83.88,70.4,0.93,49.2
KSR-1,2025-01-07,00:32:00,2025-01-07 00:32:00,668395.58,0.64,0.64,20.91,20.91,5426.88,5426.88,37.03,15.7,13.49,8.82,58.24,72.28,61.52,43.91,397.48,398.88,397.64,404.32,231.79,236.18,229.87,235.04,58.24,72.28,61.52,43.91,0.91,50.32
KSR-2,2025-01-07,00:32:00,2025-01-07 00:32:00,412548.15,0.74,0.74,26.01,26.01,6788.5,6788.5,46.2,15.31,18.7,13.97,73.21,67.17,81.35,68.74,395.06,403.59,398.9,395.53,233.7,233.22,228.14,233.29,73.21,67.17,81.35,68.74,0.92,49.07
KSR-1,2025-01-07,00:33:00,2025-01-07 00:33:00,668396.17,0.58,0.58,21.49,21.49,5427.47,5427.47,36.75,14.74,13.17,8.33,55.8,69.15,61.35,45.09,406.47,405.26,408.01,405.19,231.74,235.44,235.21,231.36,55.8,69.15,61.35,45.09,0.92,49.57
KSR-2,2025-01-07,00:33:00,2025-01-07 00:33:00,412548.93,0.77,0.77,26.78,26.78,6789.28,6789.28,46.32,15.18,18.82,14.85,75.52,67.57,83.64,70.93,399.32,404.27,398.46,401.6,234.99,230.02,229.47,230.25,75.52,67.57,83.64,70.93,0.92,49.71
KSR-1,2025-01-07,00:34:00,2025-01-07 00:34:00,668396.77,0.6,0.6,22.1,22.1,5428.07,5428.07,37.97,14.67,13.1,8.11,57.83,69.18,60.44,43.78,399.16,405.69,404.09,409.52,228.49,232.35,237.38,235.08,57.83,69.18,60.44,43.78,0.92,50.96
KSR-2,2025-01-07,00:34:00,2025-01-07 00:34:00,412549.73,0.8,0.8,27.59,27.59,6790.08,6790.08,46.9,14.35,18.44,14.07,74.19,70.34,80.84,69.35,407.54,408.56,397.85,393.79,233.53,231.13,234.67,235.52,74.19,70.34,80.84,69.35,0.9,49.67
KSR-1,2025-01-07,00:35:00,2025-01-07 00:35:00,668397.37,0.6,0.6,22.69,22.69,5428.67,5428.67,35.73,15.89,12.97,8.91,57.23,70.94,60.58,44.27,411.37,405.21,398.14,397.04,228.55,234.5,235.77,234.45,57.23,70.94,60.58,44.27,0.9,50.76
KSR-2,2025-01-07,00:35:00,2025-01-07 00:35:00,412550.48,0.75,0.75,28.33,28.33,6790.83,6790.83,45.56,14.45,17.81,14.33,73.0,68.68,79.4,69.83,409.89,403.92,402.11,395.55,228.24,229.48,233.46,228.53,73.0,68.68,79.4,69.83,0.92,49.95
KSR-1,2025-01-07,00:36:00,2025-01-07 00:36:00,668397.95,0.58,0.58,23.27,23.27,5429.25,5429.25,35.07,16.22,13.18,9.1,56.03,69.73,62.55,44.33,406.02,411.52,399.04,406.85,236.83,229.25,233.15,237.05,56.03,69.73,62.55,44.33,0.92,49.34
KSR-2,2025-01-07,00:36:00,2025-01-07 00:36:00,412551.25,0.78,0.78,29.11,29.11,6791.6,6791.6,46.41,15.06,17.68,13.64,75.89,69.01,82.63,68.71,407.97,410.62,391.74,409.2,235.55,231.86,235.5,234.78,75.89,69.01,82.63,68.71,0.9,49.25
KSR-1,2025-01-07,00:37:00,2025-01-07 00:37:00,668398.62,0.68,0.68,23.95,23.95,5429.92,5429.92,38.8,15.18,13.1,8.21,58.71,69.76,60.66,43.26,401.4,407.09,399.54,399.2,234.41,231.3,232.72,233.47,58.71,69.76,60.66,43.26,0.92,50.82
KSR-2,2025-01-07,00:37:00,2025-01-07 00:37:00,412551.98,0.73,0.73,29.84,29.84,6792.33,6792.33,45.84,15.22,17.52,15.02,76.66,66.75,80.24,70.47,399.88,405.69,408.45,409.69,231.66,237.45,231.79,234.39,76.66,66.75,80.24,70.47,0.92,49.29
KSR-1,2025-01-07,00:38:00,2025-01-07 00:38:00,668399.24,0.61,0.61,24.56,24.56,5430.54,5430.54,36.55,15.82,12.99,8.11,60.09,70.71,62.96,43.08,402.51,411.85,399.11,407.02,236.7,233.43,233.36,231.22,60.09,70.71,62.96,43.08,0.92,50.72
KSR-2,2025-01-07,00:38:00,2025-01-07 00:38:00,412552.71,0.73,0.73,30.57,30.57,6793.06,6793.06,45.82,13.9,18.13,13.85,74.08,65.2,80.96,70.09,394.52,401.08,406.78,408.64,235.59,236.04,236.1,231.47,74.08,65.2,80.96,70.09,0.9,50.58
KSR-1,2025-01-07,00:39:00,2025-01-07 00:39:00,668399.84,0.6,0.6,25.16,25.16,5431.14,5431.14,37.36,16.03,12.84,8.28,58.98,68.7,62.07,46.0,410.22,410.89,402.34,398.02,230.71,230.14,229.04,233.38,58.98,68.7,62.07,46.0,0.89,50.53
KSR-2,2025-01-07,00:39:00,2025-01-07 00:39:00,412553.54,0.83,0.83,31.39,31.39,6793.89,6793.89,49.64,13.76,18.47,14.7,75.09,69.83,81.41,69.87,405.71,411.58,398.02,404.74,235.89,229.89,232.84,233.81,75.09,69.83,81.41,69.87,0.9,50.71
KSR-1,2025-01-07,00:40:00,2025-01-07 00:40:00,668400.48,0.65,0.65,25.81,25.81,5431.78,5431.78,37.41,14.86,13.12,8.34,56.56,70.82,60.05,42.86,399.08,411.69,410.0,407.0,236.59,236.81,236.67,234.62,56.56,70.82,60.05,42.86,0.9,49.93
KSR-2,2025-01-07,00:40:00,2025-01-07 00:40:00,412554.34,0.8,0.8,32.19,32.19,6794.69,6794.69,45.82,15.29,17.65,14.13,74.74,65.96,81.67,69.46,408.29,406.86,405.55,394.96,227.54,236.5,230.66,228.27,74.74,65.96,81.67,69.46,0.91,49.68
KSR-1,2025-01-07,00:41:00,2025-01-07 00:41:00,668401.1,0.61,0.61,26.42,26.42,5432.4,5432.4,37.46,14.83,12.93,8.96,58.8,68.28,61.78,43.66,397.18,412.79,409.85,405.83,231.42,231.41,235.52,235.63,58.8,68.28,61.78,43.66,0.9,49.45
KSR-2,2025-01-07,00:41:00,2025-01-07 00:41:00,412555.09,0.76,0.76,32.95,32.95,6795.44,6795.44,46.77,14.89,18.18,14.62,75.41,69.04,78.65,69.0,406.49,408.87,404.7,407.39,230.72,236.92,236.47,229.69,75.41,69.04,78.65,69.0,0.94,49.58
KSR-1,2025-01-07,00:42:00,2025-01-07 00:42:00,668401.66,0.56,0.56,26.99,26.99,5432.96,5432.96,35.38,15.61,12.74,8.31,55.6,71.23,59.47,45.15,402.9,404.71,407.48,409.13,235.49,232.61,233.16,235.1,55.6,71.23,59.47,45.15,0.89,49.64
KSR-2,2025-01-07,00:42:00,2025-01-07 00:42:00,412555.89,0.8,0.8,33.75,33.75,6796.24,6796.24,47.11,14.99,18.56,14.4,73.71,71.72,80.26,67.41,398.31,404.7,402.85,410.84,228.63,237.33,234.82,233.89,73.71,71.72,80.26,67.41,0.92,50.84
KSR-1,2025-01-07,00:43:00,2025-01-07 00:43:00,668402.28,0.62,0.62,27.61,27.61,5433.58,5433.58,36.8,15.56,13.35,8.45,57.89,69.77,61.71,44.44,411.73,402.86,410.01,399.06,234.46,235.15,228.36,230.15,57.89,69.77,61.71,44.44,0.89,49.02
KSR-2,2025-01-07,00:43:00,2025-01-07 00:43:00,412556.7,0.8,0.8,34.55,34.55,6797.05,6797.05,47.49,15.36,18.41,14.42,74.86,65.87,82.7,71.07,400.28,399.01,398.57,406.09,233.84,234.66,234.36,235.59,74.86,65.87,82.7,71.07,0.92,49.66
KSR-1,2025-01-07,00:44:00,2025-01-07 00:44:00,668402.94,0.66,0.66,28.27,28.27,5434.24,5434.24,38.41,15.13,12.73,8.65,61.65,70.62,59.45,42.94,400.5,409.64,405.54,402.08,234.4,230.07,231.04,231.8,61.65,70.62,59.45,42.94,0.92,50.77
