meter_id,date,time,timestamp,total_active_energy_kwh,energy_consumed_kwh,units_consumed_now,todays_consumption_kwh,today_units_consumed,monthly_consumption_kwh,monthly_units_consumed,total_active_power_kw,p1_active_kw,p2_active_kw,p3_active_kw,percent_average_load,percent_load_l1,percent_load_l2,percent_load_l3,vll_avg,v12,v23,v31,vln_avg,v1_n,v2_n,v3_n,iavg,i1,i2,i3,pf_avg,frequency_hz
KSR-2,2025-01-10,00:05:00,2025-01-10 00:05:00,415912.64,0.75,0.75,4.77,4.77,10152.99,10152.99,46.26,15.05,18.32,13.71,70.68,69.9,84.75,68.7,405.23,399.54,404.52,399.8,236.42,231.41,234.52,236.23,70.68,69.9,84.75,68.7,0.9,49.83
KSR-1,2025-01-10,00:06:00,2025-01-10 00:06:00,671079.35,0.59,0.59,4.51,4.51,8110.65,8110.65,35.65,14.81,13.48,8.97,57.29,71.64,61.79,45.97,408.27,409.48,409.88,403.13,228.78,230.7,237.1,236.08,57.29,71.64,61.79,45.97,0.9,49.99
KSR-2,2025-01-10,00:06:00,2025-01-10 00:06:00,415913.38,0.74,0.74,5.51,5.51,10153.73,10153.73,45.66,14.48,18.61,14.41,72.64,70.31,80.45,69.83,409.93,408.67,401.3,407.11,230.84,230.3,234.68,229.58,72.64,70.31,80.45,69.83,0.92,49.96
KSR-1,2025-01-10,00:07:00,2025-01-10 00:07:00,671080.02,0.66,0.66,5.18,5.18,8111.32,8111.32,38.43,15.94,12.74,8.1,55.53,69.19,59.37,43.67,405.11,399.71,401.0,405.59,233.71,237.09,235.84,234.01,55.53,69.19,59.37,43.67,0.91,49.63
KSR-2,2025-01-10,00:07:00,2025-01-10 00:07:00,415914.14,0.76,0.76,6.27,6.27,10154.49,10154.49,46.6,14.14,17.84,14.21,72.26,68.73,82.71,69.3,403.02,414.2,393.33,410.75,235.34,231.3,237.51,234.35,72.26,68.73,82.71,69.3,0.94,50.61
KSR-1,2025-01-10,00:08:00,2025-01-10 00:08:00,671080.69,0.67,0.67,5.85,5.85,8111.99,8111.99,38.61,16.63,12.77,8.25,56.15,69.86,62.18,44.42,400.06,403.78,409.84,406.3,234.02,232.96,236.74,236.37,56.15,69.86,62.18,44.42,0.9,50.0
KSR-2,2025-01-10,00:08:00,2025-01-10 00:08:00,415914.94,0.8,0.8,7.07,7.07,10155.29,10155.29,48.64,14.41,18.92,13.59,71.17,68.21,83.32,68.06,406.89,408.81,401.84,408.09,237.24,232.11,235.45,233.31,71.17,68.21,83.32,68.06,0.91,50.87
KSR-1,2025-01-10,00:09:00,2025-01-10 00:09:00,671081.29,0.6,0.6,6.45,6.45,8112.59,8112.59,35.46,15.42,13.01,8.76,58.7,68.54,60.2,45.46,408.57,400.02,409.33,400.27,235.08,236.84,237.59,232.46,58.7,68.54,60.2,45.46,0.92,50.73
KSR-2,2025-01-10,00:09:00,2025-01-10 00:09:00,415915.67,0.73,0.73,7.8,7.8,10156.02,10156.02,45.63,14.27,17.52,13.64,74.0,69.2,80.92,68.89,401.33,408.43,399.21,395.16,234.24,228.99,229.43,227.08,74.0,69.2,80.92,68.89,0.91,50.21
KSR-1,2025-01-10,00:10:00,2025-01-10 00:10:00,671081.87,0.58,0.58,7.03,7.03,8113.17,8113.17,35.85,14.54,12.75,8.67,59.21,67.84,59.95,43.56,403.13,407.38,399.6,402.56,236.33,235.37,235.27,231.67,59.21,67.84,59.95,43.56,0.92,51.01
KSR-2,2025-01-10,00:10:00,2025-01-10 00:10:00,415916.5,0.82,0.82,8.63,8.63,10156.85,10156.85,47.33,14.95,18.48,14.49,73.3,67.11,80.47,68.92,406.06,411.08,400.58,409.01,236.72,236.34,232.96,234.09,73.3,67.11,80.47,68.92,0.93,50.87
KSR-1,2025-01-10,00:11:00,2025-01-10 00:11:00,671082.49,0.62,0.62,7.65,7.65,8113.79,8113.79,36.62,15.51,13.1,8.45,59.67,71.86,60.79,45.02,397.2,399.53,397.47,409.32,234.68,233.31,230.25,229.62,59.67,71.86,60.79,45.02,0.92,50.44
KSR-2,2025-01-10,00:11:00,2025-01-10 00:11:00,415917.3,0.8,0.8,9.43,9.43,10157.65,10157.65,46.31,14.76,18.49,14.07,71.0,70.5,81.15,69.41,400.07,410.52,392.92,409.89,228.9,236.94,235.64,228.27,71.0,70.5,81.15,69.41,0.91,50.79
KSR-1,2025-01-10,00:12:00,2025-01-10 00:12:00,671083.1,0.62,0.62,8.26,8.26,8114.4,8114.4,37.75,16.23,13.2,8.66,61.12,72.0,59.81,42.84,404.03,403.81,407.36,406.95,229.32,234.66,230.34,236.89,61.12,72.0,59.81,42.84,0.9,50.41
KSR-2,2025-01-10,00:12:00,2025-01-10 00:12:00,415918.03,0.73,0.73,10.15,10.15,10158.38,10158.38,45.53,15.34,17.96,14.51,76.71,71.67,81.84,71.06,406.63,406.31,404.78,399.49,232.18,232.01,234.7,234.55,76.71,71.67,81.84,71.06,0.91,50.93
KSR-1,2025-01-10,00:13:00,2025-01-10 00:13:00,671083.75,0.64,0.64,8.91,8.91,8115.05,8115.05,39.33,16.38,13.0,8.1,57.05,72.43,60.7,44.45,403.44,401.12,402.73,400.6,236.98,232.19,230.29,234.02,57.05,72.43,60.7,44.45,0.93,50.25
KSR-2,2025-01-10,00:13:00,2025-01-10 00:13:00,415918.81,0.79,0.79,10.94,10.94,10159.16,10159.16,45.5,15.25,18.09,14.45,74.47,68.83,83.68,71.12,397.69,401.53,401.35,405.79,232.87,232.13,228.37,229.8,74.47,68.83,83.68,71.12,0.93,50.56
KSR-1,2025-01-10,00:14:00,2025-01-10 00:14:00,671084.31,0.56,0.56,9.47,9.47,8115.61,8115.61,34.99,16.63,13.12,8.73,55.94,67.73,61.63,43.84,403.8,404.17,396.51,398.31,233.65,233.32,233.63,228.32,55.94,67.73,61.63,43.84,0.9,50.24
KSR-2,2025-01-10,00:14:00,2025-01-10 00:14:00,415919.65,0.84,0.84,11.78,11.78,10160.0,10160.0,48.3,14.81,17.52,14.61,74.24,69.05,79.33,70.11,404.43,412.48,405.3,397.87,230.44,233.01,234.73,233.19,74.24,69.05,79.33,70.11,0.92,49.97
KSR-1,2025-01-10,00:15:00,2025-01-10 00:15:00,671084.88,0.58,0.58,10.04,10.04,8116.18,8116.18,36.25,14.82,12.82,8.13,57.56,71.36,61.67,43.4,395.6,398.75,399.41,407.98,229.17,236.34,233.9,236.08,57.56,71.36,61.67,43.4,0.9,50.14
KSR-2,2025-01-10,00:15:00,2025-01-10 00:15:00,415920.4,0.76,0.76,12.53,12.53,10160.75,10160.75,45.55,15.47,18.22,14.79,71.75,70.11,82.24,66.84,395.06,399.17,402.06,410.36,228.06,235.41,229.5,230.51,71.75,70.11,82.24,66.84,0.93,49.56
KSR-1,2025-01-10,00:16:00,2025-01-10 00:16:00,671085.49,0.6,0.6,10.65,10.65,8116.79,8116.79,34.78,15.46,12.75,8.37,57.49,71.9,59.9,43.26,404.66,401.97,398.87,395.7,231.78,230.65,236.75,234.54,57.49,71.9,59.9,43.26,0.91,50.88
KSR-2,2025-01-10,00:16:00,2025-01-10 00:16:00,415921.23,0.83,0.83,13.36,13.36,10161.58,10161.58,49.58,14.91,18.2,14.72,72.12,68.77,81.85,70.23,396.63,413.01,398.52,401.74,234.43,232.85,231.63,230.77,72.12,68.77,81.85,70.23,0.91,49.38
KSR-1,2025-01-10,00:17:00,2025-01-10 00:17:00,671086.16,0.67,0.67,11.32,11.32,8117.46,8117.46,38.71,14.75,13.04,7.95,55.28,71.13,59.53,42.98,399.44,397.97,405.27,401.99,237.11,236.59,232.26,234.45,55.28,71.13,59.53,42.98,0.9,50.68
KSR-2,2025-01-10,00:17:00,2025-01-10 00:17:00,415921.96,0.72,0.72,14.08,14.08,10162.31,10162.31,45.32,14.43,18.77,14.89,74.84,69.98,83.66,69.91,396.86,399.21,396.41,394.51,235.7,228.32,235.95,230.19,74.84,69.98,83.66,69.91,0.93,48.98
KSR-1,2025-01-10,00:18:00,2025-01-10 00:18:00,671086.8,0.64,0.64,11.96,11.96,8118.1,8118.1,37.0,14.59,12.91,8.5,59.29,67.87,63.07,45.41,411.84,397.64,404.26,406.51,235.91,235.04,231.61,233.24,59.29,67.87,63.07,45.41,0.92,50.87
KSR-2,2025-01-10,00:18:00,2025-01-10 00:18:00,415922.78,0.82,0.82,14.91,14.91,10163.13,10163.13,47.07,14.79,17.89,14.07,71.63,69.73,81.93,67.63,395.93,402.28,405.0,404.49,235.46,234.32,230.21,233.48,71.63,69.73,81.93,67.63,0.92,49.36
KSR-1,2025-01-10,00:19:00,2025-01-10 00:19:00,671087.39,0.6,0.6,12.55,12.55,8118.69,8118.69,36.51,15.73,12.48,8.62,56.6,69.78,61.39,41.42,409.9,412.09,396.99,402.9,229.46,236.63,236.32,236.46,56.6,69.78,61.39,41.42,0.9,50.69
KSR-2,2025-01-10,00:19:00,2025-01-10 00:19:00,415923.59,0.82,0.82,15.72,15.72,10163.94,10163.94,46.91,15.17,17.37,13.85,73.47,65.35,78.24,71.04,410.0,403.59,398.37,405.57,233.46,233.46,233.61,227.73,73.47,65.35,78.24,71.04,0.91,50.17
KSR-1,2025-01-10,00:20:00,2025-01-10 00:20:00,671088.07,0.67,0.67,13.23,13.23,8119.37,8119.37,38.49,15.64,13.49,8.56,59.14,69.25,63.04,43.57,410.46,398.43,395.44,399.83,233.18,229.3,229.35,227.35,59.14,69.25,63.04,43.57,0.91,51.03
KSR-2,2025-01-10,00:20:00,2025-01-10 00:20:00,415924.44,0.84,0.84,16.57,16.57,10164.79,10164.79,49.67,14.4,18.36,14.04,71.19,69.5,81.68,67.31,406.95,399.96,393.41,396.39,231.0,230.74,229.79,235.26,71.19,69.5,81.68,67.31,0.92,50.11
KSR-1,2025-01-10,00:21:00,2025-01-10 00:21:00,671088.7,0.63,0.63,13.86,13.86,8120.0,8120.0,37.07,14.56,12.78,8.48,58.63,72.92,63.42,43.01,400.43,402.64,405.62,411.1,234.1,232.9,237.5,234.79,58.63,72.92,63.42,43.01,0.9,50.21
KSR-2,2025-01-10,00:21:00,2025-01-10 00:21:00,415925.23,0.79,0.79,17.36,17.36,10165.58,10165.58,46.38,15.59,17.89,15.05,72.35,68.44,82.44,69.09,405.54,398.44,400.16,402.03,228.12,233.54,237.1,234.42,72.35,68.44,82.44,69.09,0.93,50.86
KSR-1,2025-01-10,00:22:00,2025-01-10 00:22:00,671089.31,0.61,0.61,14.47,14.47,8120.61,8120.61,35.43,15.04,12.93,8.82,56.85,69.28,60.99,42.96,409.37,398.82,407.03,396.55,230.06,234.79,231.05,229.36,56.85,69.28,60.99,42.96,0.89,49.95
KSR-2,2025-01-10,00:22:00,2025-01-10 00:22:00,415926.03,0.8,0.8,18.16,18.16,10166.38,10166.38,47.68,14.78,18.36,14.35,71.83,71.16,81.04,66.63,396.18,403.73,396.89,407.26,237.26,233.43,236.98,230.27,71.83,71.16,81.04,66.63,0.91,50.27
KSR-1,2025-01-10,00:23:00,2025-01-10 00:23:00,671090.0,0.69,0.69,15.16,15.16,8121.3,8121.3,39.42,15.94,12.94,8.07,59.78,68.92,60.37,45.09,396.17,404.04,409.78,404.1,236.2,236.54,233.05,235.62,59.78,68.92,60.37,45.09,0.91,49.79
KSR-2,2025-01-10,00:23:00,2025-01-10 00:23:00,415926.81,0.78,0.78,18.94,18.94,10167.16,10167.16,48.38,14.29,17.26,13.68,76.44,67.22,84.05,67.58,410.43,408.94,392.25,397.75,237.18,229.2,233.99,233.57,76.44,67.22,84.05,67.58,0.93,50.92
KSR-1,2025-01-10,00:24:00,2025-01-10 00:24:00,671090.66,0.66,0.66,15.82,15.82,8121.96,8121.96,39.6,16.32,12.79,8.74,60.37,69.95,61.65,44.75,402.62,402.65,400.62,409.36,236.58,236.85,229.59,229.22,60.37,69.95,61.65,44.75,0.91,49.58
KSR-2,2025-01-10,00:24:00,2025-01-10 00:24:00,415927.6,0.79,0.79,19.73,19.73,10167.95,10167.95,45.2,14.32,18.4,14.58,73.46,66.19,81.9,68.44,394.76,399.53,400.14,407.86,235.43,229.01,233.63,229.4,73.46,66.19,81.9,68.44,0.92,49.18
KSR-1,2025-01-10,00:25:00,2025-01-10 00:25:00,671091.28,0.62,0.62,16.44,16.44,8122.58,8122.58,35.66,16.62,12.93,8.11,58.95,72.35,61.44,42.72,398.8,407.56,410.67,395.05,235.48,234.08,231.32,236.57,58.95,72.35,61.44,42.72,0.89,50.01
KSR-2,2025-01-10,00:25:00,2025-01-10 00:25:00,415928.43,0.83,0.83,20.56,20.56,10168.78,10168.78,49.21,15.44,19.13,14.63,71.87,66.12,79.95,66.29,407.16,399.01,405.28,409.02,231.71,229.49,236.97,234.94,71.87,66.12,79.95,66.29,0.91,49.67
KSR-1,2025-01-10,00:26:00,2025-01-10 00:26:00,671091.96,0.68,0.68,17.12,17.12,8123.26,8123.26,39.1,15.59,12.94,8.91,60.47,68.81,60.73,42.73,403.37,405.82,400.2,408.72,235.91,229.96,232.45,232.4,60.47,68.81,60.73,42.73,0.91,49.02
KSR-2,2025-01-10,00:26:00,2025-01-10 00:26:00,415929.18,0.75,0.75,21.31,21.31,10169.53,10169.53,46.45,15.41,17.24,14.24,73.75,66.21,82.16,71.28,402.19,411.36,399.09,398.23,232.56,229.67,236.58,235.84,73.75,66.21,82.16,71.28,0.9,49.83
KSR-1,2025-01-10,00:27:00,2025-01-10 00:27:00,671092.63,0.67,0.67,17.79,17.79,8123.93,8123.93,38.89,15.49,13.18,7.96,55.09,69.14,60.13,44.59,398.0,404.34,398.37,403.94,235.17,231.37,235.55,233.0,55.09,69.14,60.13,44.59,0.91,50.1
KSR-2,2025-01-10,00:27:00,2025-01-10 00:27:00,415929.96,0.78,0.78,22.09,22.09,10170.31,10170.31,45.33,14.37,18.73,14.54,75.41,69.38,84.71,70.47,399.63,410.4,403.37,410.35,228.56,229.07,232.33,232.51,75.41,69.38,84.71,70.47,0.92,49.98
KSR-1,2025-01-10,00:28:00,2025-01-10 00:28:00,671093.26,0.63,0.63,18.42,18.42,8124.56,8124.56,37.97,16.21,13.1,8.46,59.17,68.78,59.91,42.44,401.48,397.82,402.65,405.47,228.27,236.76,231.71,233.6,59.17,68.78,59.91,42.44,0.9,49.5
KSR-2,2025-01-10,00:28:00,2025-01-10 00:28:00,415930.76,0.81,0.81,22.89,22.89,10171.11,10171.11,48.49,14.97,17.68,14.42,75.1,67.55,85.0,69.17,407.48,408.02,392.5,404.05,228.67,234.13,232.87,234.27,75.1,67.55,85.0,69.17,0.91,50.72
KSR-1,2025-01-10,00:29:00,2025-01-10 00:29:00,671093.87,0.62,0.62,19.03,19.03,8125.17,8125.17,35.25,16.14,13.17,8.46,56.17,71.24,61.29,43.68,397.96,400.0,405.31,397.94,236.45,229.32,237.61,235.62,56.17,71.24,61.29,43.68,0.89,49.54
KSR-2,2025-01-10,00:29:00,2025-01-10 00:29:00,415931.5,0.73,0.73,23.62,23.62,10171.85,10171.85,44.94,15.23,17.96,14.64,74.14,69.22,82.17,68.35,401.59,399.82,392.85,407.94,228.59,231.83,233.32,228.04,74.14,69.22,82.17,68.35,0.93,49.45
KSR-1,2025-01-10,00:30:00,2025-01-10 00:30:00,671094.49,0.62,0.62,19.65,19.65,8125.79,8125.79,36.37,16.05,12.56,8.43,57.66,69.21,61.82,45.18,397.01,398.45,408.05,404.82,234.48,237.37,229.21,227.26,57.66,69.21,61.82,45.18,0.89,49.49
KSR-2,2025-01-10,00:30:00,2025-01-10 00:30:00,415932.26,0.76,0.76,24.38,24.38,10172.61,10172.61,45.94,15.01,17.95,13.52,74.7,69.12,78.8,66.37,398.5,410.88,405.77,403.66,236.98,230.75,232.14,229.42,74.7,69.12,78.8,66.37,0.93,49.55
KSR-1,2025-01-10,00:31:00,2025-01-10 00:31:00,671095.15,0.66,0.66,20.31,20.31,8126.45,8126.45,39.55,14.55,13.58,8.56,57.5,73.66,62.23,44.16,398.93,402.23,408.5,396.68,228.64,235.06,229.5,229.37,57.5,73.66,62.23,44.16,0.9,50.52
KSR-2,2025-01-10,00:31:00,2025-01-10 00:31:00,415932.99,0.73,0.73,25.12,25.12,10173.34,10173.34,46.31,14.33,17.78,14.52,73.4,68.32,82.05,71.58,397.44,406.02,398.84,404.3,236.13,231.76,231.92,227.63,73.4,68.32,82.05,71.58,0.91,50.84
KSR-1,2025-01-10,00:32:00,2025-01-10 00:32:00,671095.78,0.63,0.63,20.94,20.94,8127.08,8127.08,36.35,16.25,13.25,8.24,57.13,71.48,61.9,43.91,406.71,406.24,398.45,407.39,229.92,233.27,229.57,234.82,57.13,71.48,61.9,43.91,0.91,49.19
KSR-2,2025-01-10,00:32:00,2025-01-10 00:32:00,415933.78,0.79,0.79,25.91,25.91,10174.13,10174.13,47.99,14.1,19.33,14.68,74.14,68.83,82.93,68.68,396.09,403.67,396.79,400.12,233.13,231.53,229.71,233.11,74.14,68.83,82.93,68.68,0.92,49.66
KSR-1,2025-01-10,00:33:00,2025-01-10 00:33:00,671096.42,0.64,0.64,21.58,21.58,8127.72,8127.72,38.02,14.85,13.1,8.48,59.87,70.28,61.95,42.38,407.88,406.76,407.42,406.31,235.68,234.41,231.02,228.85,59.87,70.28,61.95,42.38,0.92,50.43
KSR-2,2025-01-10,00:33:00,2025-01-10 00:33:00,415934.63,0.84,0.84,26.76,26.76,10174.98,10174.98,48.85,14.23,18.23,14.26,71.78,65.81,82.13,67.62,406.56,406.01,405.96,407.1,229.26,232.1,235.23,233.59,71.78,65.81,82.13,67.62,0.93,49.34
KSR-1,2025-01-10,00:34:00,2025-01-10 00:34:00,671097.04,0.62,0.62,22.2,22.2,8128.34,8128.34,37.1,14.49,13.08,8.27,57.37,72.3,60.21,41.9,405.97,408.12,396.02,408.18,233.07,230.23,234.52,230.15,57.37,72.3,60.21,41.9,0.91,49.47
KSR-2,2025-01-10,00:34:00,2025-01-10 00:34:00,415935.4,0.78,0.78,27.53,27.53,10175.75,10175.75,45.76,15.27,18.57,13.99,75.69,68.85,79.77,68.4,409.88,401.0,396.57,396.16,232.07,233.55,228.02,232.26,75.69,68.85,79.77,68.4,0.93,49.42
KSR-1,2025-01-10,00:35:00,2025-01-10 00:35:00,671097.7,0.65,0.65,22.86,22.86,8129.0,8129.0,39.52,16.07,13.2,8.3,61.28,68.33,58.99,43.19,400.12,409.71,404.87,405.31,227.84,234.75,236.41,233.09,61.28,68.33,58.99,43.19,0.89,49.94
KSR-2,2025-01-10,00:35:00,2025-01-10 00:35:00,415936.19,0.79,0.79,28.32,28.32,10176.54,10176.54,45.39,14.79,18.88,14.79,72.96,70.88,78.01,66.69,399.88,404.53,398.47,399.85,228.14,230.62,234.63,231.82,72.96,70.88,78.01,66.69,0.93,50.31
KSR-1,2025-01-10,00:36:00,2025-01-10 00:36:00,671098.31,0.61,0.61,23.47,23.47,8129.61,8129.61,36.17,16.39,13.0,8.87,55.99,70.04,62.45,41.87,407.53,401.45,408.36,397.6,233.9,228.21,234.6,232.39,55.99,70.04,62.45,41.87,0.9,49.98
KSR-2,2025-01-10,00:36:00,2025-01-10 00:36:00,415936.98,0.78,0.78,29.1,29.1,10177.33,10177.33,46.85,13.88,17.52,13.56,75.6,66.36,80.89,67.65,397.34,414.07,399.03,403.98,234.34,238.32,230.63,231.05,75.6,66.36,80.89,67.65,0.91,49.52
KSR-1,2025-01-10,00:37:00,2025-01-10 00:37:00,671098.91,0.6,0.6,24.07,24.07,8130.21,8130.21,36.79,16.3,12.96,8.03,57.17,70.89,62.65,44.32,403.31,399.65,403.79,409.26,232.26,236.82,228.5,230.07,57.17,70.89,62.65,44.32,0.94,50.2
KSR-2,2025-01-10,00:37:00,2025-01-10 00:37:00,415937.79,0.82,0.82,29.92,29.92,10178.14,10178.14,48.88,15.27,18.64,14.6,74.21,70.34,81.65,71.78,395.47,411.91,406.89,402.0,231.77,232.13,231.36,233.09,74.21,70.34,81.65,71.78,0.92,49.58
KSR-1,2025-01-10,00:38:00,2025-01-10 00:38:00,671099.51,0.6,0.6,24.67,24.67,8130.81,8130.81,34.77,15.46,13.03,8.83,58.58,73.63,63.1,45.9,402.27,402.23,407.99,399.17,230.75,237.37,233.56,233.89,58.58,73.63,63.1,45.9,0.91,50.86
KSR-2,2025-01-10,00:38:00,2025-01-10 00:38:00,415938.57,0.78,0.78,30.7,30.7,10178.92,10178.92,47.3,14.46,17.89,14.68,74.19,69.63,80.07,69.1,404.86,412.09,405.92,405.11,234.71,235.76,228.97,233.88,74.19,69.63,80.07,69.1,0.94,50.65
KSR-1,2025-01-10,00:39:00,2025-01-10 00:39:00,671100.08,0.57,0.57,25.24,25.24,8131.38,8131.38,35.64,14.73,13.41,8.57,58.85,69.61,59.15,44.13,400.0,402.35,409.6,396.2,235.38,231.14,233.56,228.09,58.85,69.61,59.15,44.13,0.91,50.94
KSR-2,2025-01-10,00:39:00,2025-01-10 00:39:00,415939.37,0.8,0.8,31.5,31.5,10179.72,10179.72,48.24,14.88,18.59,13.86,70.27,68.44,81.9,70.74,395.58,408.78,399.42,409.1,227.87,236.15,236.5,236.35,70.27,68.44,81.9,70.74,0.93,49.11
KSR-1,2025-01-10,00:40:00,2025-01-10 00:40:00,671100.73,0.65,0.65,25.89,25.89,8132.03,8132.03,38.31,16.39,12.65,8.63,60.37,69.97,60.5,43.86,404.06,403.62,403.23,396.77,232.99,233.49,232.52,233.73,60.37,69.97,60.5,43.86,0.9,50.57
KSR-2,2025-01-10,00:40:00,2025-01-10 00:40:00,415940.17,0.8,0.8,32.29,32.29,10180.52,10180.52,48.01,14.8,18.66,14.28,74.41,70.6,82.46,69.3,405.99,411.79,405.1,399.55,229.16,236.23,234.84,232.16,74.41,70.6,82.46,69.3,0.91,49.78
KSR-1,2025-01-10,00:41:00,2025-01-10 00:41:00,671101.35,0.62,0.62,26.51,26.51,8132.65,8132.65,36.58,15.8,12.49,8.48,60.15,72.02,61.58,43.77,404.66,401.36,402.68,405.45,235.84,229.23,233.85,230.09,60.15,72.02,61.58,43.77,0.91,50.07
KSR-2,2025-01-10,00:41:00,2025-01-10 00:41:00,415940.92,0.75,0.75,33.05,33.05,10181.27,10181.27,47.15,15.08,18.73,14.69,74.65,70.51,79.53,70.51,402.8,402.26,407.59,406.06,232.32,229.83,233.36,234.41,74.65,70.51,79.53,70.51,0.92,49.92
KSR-1,2025-01-10,00:42:00,2025-01-10 00:42:00,671102.01,0.67,0.67,27.17,27.17,8133.31,8133.31,38.05,14.99,12.99,8.0,56.52,72.87,59.51,42.81,397.54,407.52,397.58,402.19,235.92,236.38,230.32,228.54,56.52,72.87,59.51,42.81,0.9,49.32
KSR-2,2025-01-10,00:42:00,2025-01-10 00:42:00,415941.67,0.76,0.76,33.8,33.8,10182.02,10182.02,47.13,14.77,19.06,14.7,71.01,69.21,80.07,70.07,404.73,403.61,395.88,402.99,228.66,230.59,232.73,228.66,71.01,69.21,80.07,70.07,0.92,49.7
KSR-1,2025-01-10,00:43:00,2025-01-10 00:43:00,671102.66,0.65,0.65,27.82,27.82,8133.96,8133.96,37.21,15.74,13.12,8.45,56.98,70.79,58.96,46.0,399.78,409.71,395.83,404.51,232.89,230.34,231.16,234.55,56.98,70.79,58.96,46.0,0.92,49.51
KSR-2,2025-01-10,00:43:00,2025-01-10 00:43:00,415942.5,0.82,0.82,34.63,34.63,10182.85,10182.85,48.98,14.63,19.09,14.37,70.11,70.11,80.46,67.96,398.79,399.35,397.19,408.61,235.87,234.73,229.56,231.76,70.11,70.11,80.46,67.96,0.91,50.33
KSR-1,2025-01-10,00:44:00,2025-01-10 00:44:00,671103.26,0.6,0.6,28.42,28.42,8134.56,8134.56,35.96,16.57,12.83,8.42,56.39,71.05,61.78,41.83,410.84,412.43,394.6,403.72,229.59,231.73,237.59,236.54,56.39,71.05,61.78,41.83,0.9,50.46
