meter_id,date,time,timestamp,total_active_energy_kwh,energy_consumed_kwh,units_consumed_now,todays_consumption_kwh,today_units_consumed,monthly_consumption_kwh,monthly_units_consumed,total_active_power_kw,p1_active_kw,p2_active_kw,p3_active_kw,percent_average_load,percent_load_l1,percent_load_l2,percent_load_l3,vll_avg,v12,v23,v31,vln_avg,v1_n,v2_n,v3_n,iavg,i1,i2,i3,pf_avg,frequency_hz
KSR-1,2025-01-06,00:07:00,2025-01-06 00:07:00,667478.46,0.64,0.64,5.13,5.13,4509.76,4509.76,39.79,15.99,12.46,8.91,58.08,67.57,60.29,43.19,402.51,411.51,396.69,399.92,231.91,232.35,235.47,232.9,58.08,67.57,60.29,43.19,0.91,49.48
KSR-2,2025-01-06,00:07:00,2025-01-06 00:07:00,411401.88,0.77,0.77,6.24,6.24,5642.23,5642.23,47.93,15.14,18.0,13.71,70.96,69.71,81.16,69.54,403.6,402.9,403.41,404.31,237.19,232.39,233.59,233.93,70.96,69.71,81.16,69.54,0.91,50.24
KSR-1,2025-01-06,00:08:00,2025-01-06 00:08:00,667479.05,0.58,0.58,5.71,5.71,4510.35,4510.35,36.37,16.4,13.33,8.22,60.15,71.71,64.02,42.37,410.26,410.64,399.1,399.15,232.37,232.0,232.43,231.69,60.15,71.71,64.02,42.37,0.93,49.42
KSR-2,2025-01-06,00:08:00,2025-01-06 00:08:00,411402.64,0.76,0.76,7.0,7.0,5642.99,5642.99,47.02,14.48,17.92,14.03,73.01,67.77,82.64,70.25,404.83,406.85,400.6,401.03,234.59,235.71,232.62,233.59,73.01,67.77,82.64,70.25,0.93,49.42
KSR-1,2025-01-06,00:09:00,2025-01-06 00:09:00,667479.66,0.61,0.61,6.33,6.33,4510.96,4510.96,37.81,16.16,13.42,9.08,56.01,70.53,61.11,44.71,411.85,402.12,402.72,394.94,231.74,236.21,236.67,235.39,56.01,70.53,61.11,44.71,0.93,49.3
KSR-2,2025-01-06,00:09:00,2025-01-06 00:09:00,411403.48,0.84,0.84,7.84,7.84,5643.83,5643.83,48.17,14.65,17.22,13.76,73.26,71.37,81.25,69.76,396.63,404.36,408.03,410.4,231.54,234.32,236.54,233.35,73.26,71.37,81.25,69.76,0.93,49.57
KSR-1,2025-01-06,00:10:00,2025-01-06 00:10:00,667480.27,0.61,0.61,6.94,6.94,4511.57,4511.57,35.11,15.94,13.22,8.96,57.51,68.99,59.82,44.3,409.61,409.14,406.41,402.95,231.97,236.29,229.31,228.24,57.51,68.99,59.82,44.3,0.93,50.67
KSR-2,2025-01-06,00:10:00,2025-01-06 00:10:00,411404.23,0.75,0.75,8.59,8.59,5644.58,5644.58,46.31,14.82,17.5,14.81,75.5,70.03,82.62,67.66,408.08,406.41,394.02,402.8,233.25,234.15,235.25,228.78,75.5,70.03,82.62,67.66,0.93,50.41
KSR-1,2025-01-06,00:11:00,2025-01-06 00:11:00,667480.91,0.64,0.64,7.57,7.57,4512.21,4512.21,36.99,15.59,13.1,8.37,60.17,67.28,62.45,44.77,408.61,410.7,408.72,402.49,229.08,232.57,234.22,232.09,60.17,67.28,62.45,44.77,0.89,49.71
KSR-2,2025-01-06,00:11:00,2025-01-06 00:11:00,411405.07,0.85,0.85,9.43,9.43,5645.42,5645.42,49.13,15.26,18.14,13.86,71.38,70.48,81.31,70.65,403.25,413.87,394.06,402.65,232.5,231.03,232.23,227.82,71.38,70.48,81.31,70.65,0.9,50.75
KSR-1,2025-01-06,00:12:00,2025-01-06 00:12:00,667481.56,0.65,0.65,8.23,8.23,4512.86,4512.86,39.47,16.38,12.73,8.71,57.62,71.52,63.06,45.22,400.4,401.72,396.38,396.18,234.11,235.44,230.84,234.0,57.62,71.52,63.06,45.22,0.89,50.36
KSR-2,2025-01-06,00:12:00,2025-01-06 00:12:00,411405.83,0.76,0.76,10.19,10.19,5646.18,5646.18,47.3,14.82,18.39,13.71,75.24,66.09,80.53,67.08,406.87,404.11,394.29,401.85,236.21,235.66,232.97,235.9,75.24,66.09,80.53,67.08,0.93,50.7
KSR-1,2025-01-06,00:13:00,2025-01-06 00:13:00,667482.18,0.62,0.62,8.85,8.85,4513.48,4513.48,37.97,15.2,13.23,8.52,60.0,72.74,62.39,45.47,408.11,406.26,402.95,396.19,228.2,228.73,235.08,229.41,60.0,72.74,62.39,45.47,0.93,49.14
KSR-2,2025-01-06,00:13:00,2025-01-06 00:13:00,411406.66,0.83,0.83,11.02,11.02,5647.01,5647.01,48.77,14.56,19.05,14.57,71.96,69.95,81.7,65.96,404.58,398.64,393.55,410.38,230.19,233.76,236.22,235.85,71.96,69.95,81.7,65.96,0.94,50.74
KSR-1,2025-01-06,00:14:00,2025-01-06 00:14:00,667482.79,0.6,0.6,9.45,9.45,4514.09,4514.09,36.95,15.1,12.78,8.01,58.76,69.53,62.01,43.63,410.97,409.91,404.59,405.06,234.01,233.62,229.83,228.78,58.76,69.53,62.01,43.63,0.9,50.55
KSR-2,2025-01-06,00:14:00,2025-01-06 00:14:00,411407.46,0.8,0.8,11.81,11.81,5647.81,5647.81,47.62,14.25,18.36,15.23,75.46,67.33,82.3,68.17,409.37,400.47,397.43,409.54,233.14,230.41,231.82,229.49,75.46,67.33,82.3,68.17,0.91,49.63
KSR-1,2025-01-06,00:15:00,2025-01-06 00:15:00,667483.47,0.69,0.69,10.14,10.14,4514.77,4514.77,39.82,15.0,13.03,8.18,59.49,71.5,62.2,44.74,401.44,405.76,405.32,399.5,232.69,237.84,235.29,228.44,59.49,71.5,62.2,44.74,0.89,49.73
KSR-2,2025-01-06,00:15:00,2025-01-06 00:15:00,411408.22,0.76,0.76,12.58,12.58,5648.57,5648.57,47.55,15.11,19.06,13.69,71.18,68.72,82.8,71.3,404.41,412.45,407.68,411.11,231.99,230.6,232.45,233.06,71.18,68.72,82.8,71.3,0.93,49.18
KSR-1,2025-01-06,00:16:00,2025-01-06 00:16:00,667484.12,0.65,0.65,10.79,10.79,4515.42,4515.42,37.55,15.4,12.99,8.82,60.44,68.86,59.83,46.15,399.95,408.62,399.12,397.85,235.06,232.2,229.15,228.81,60.44,68.86,59.83,46.15,0.91,49.86
KSR-2,2025-01-06,00:16:00,2025-01-06 00:16:00,411408.99,0.77,0.77,13.35,13.35,5649.34,5649.34,48.23,14.25,17.42,14.44,70.09,71.77,83.84,69.76,404.8,414.08,394.96,405.43,233.08,230.57,230.15,233.79,70.09,71.77,83.84,69.76,0.93,50.41
KSR-1,2025-01-06,00:17:00,2025-01-06 00:17:00,667484.77,0.64,0.64,11.43,11.43,4516.07,4516.07,38.72,16.02,12.5,8.36,59.1,69.97,57.97,46.7,401.05,404.7,394.44,403.86,233.78,231.09,231.39,227.95,59.1,69.97,57.97,46.7,0.91,50.49
KSR-2,2025-01-06,00:17:00,2025-01-06 00:17:00,411409.79,0.8,0.8,14.15,14.15,5650.14,5650.14,45.89,14.4,17.74,13.78,74.31,67.68,80.67,68.24,407.08,402.39,400.44,410.13,236.47,236.71,232.66,232.67,74.31,67.68,80.67,68.24,0.91,49.88
KSR-1,2025-01-06,00:18:00,2025-01-06 00:18:00,667485.39,0.62,0.62,12.06,12.06,4516.69,4516.69,35.84,14.75,12.63,8.21,57.67,71.0,61.08,43.77,410.63,397.29,398.41,403.14,232.84,234.95,229.64,234.05,57.67,71.0,61.08,43.77,0.89,50.91
KSR-2,2025-01-06,00:18:00,2025-01-06 00:18:00,411410.55,0.76,0.76,14.91,14.91,5650.9,5650.9,46.76,14.34,18.13,14.82,74.11,67.23,80.17,66.21,397.38,407.72,398.42,397.86,229.38,232.95,236.08,229.97,74.11,67.23,80.17,66.21,0.94,49.73
KSR-1,2025-01-06,00:19:00,2025-01-06 00:19:00,667486.02,0.63,0.63,12.68,12.68,4517.32,4517.32,37.12,16.0,13.58,8.81,56.86,72.62,60.92,43.56,405.6,401.3,408.79,407.73,232.16,229.66,237.17,228.21,56.86,72.62,60.92,43.56,0.9,49.94
KSR-2,2025-01-06,00:19:00,2025-01-06 00:19:00,411411.32,0.77,0.77,15.68,15.68,5651.67,5651.67,48.28,15.1,18.46,14.3,70.82,68.41,80.08,68.55,399.95,410.87,405.12,404.93,235.59,231.85,236.79,233.13,70.82,68.41,80.08,68.55,0.92,50.22
KSR-1,2025-01-06,00:20:00,2025-01-06 00:20:00,667486.62,0.6,0.6,13.28,13.28,4517.92,4517.92,36.87,15.38,12.84,8.3,57.81,70.57,61.4,44.06,405.93,405.23,405.59,396.88,228.88,231.9,235.88,234.78,57.81,70.57,61.4,44.06,0.92,49.33
KSR-2,2025-01-06,00:20:00,2025-01-06 00:20:00,411412.09,0.77,0.77,16.45,16.45,5652.44,5652.44,48.37,14.4,17.87,14.69,74.66,69.3,81.7,69.01,397.69,401.14,406.34,400.55,231.1,229.99,237.28,228.96,74.66,69.3,81.7,69.01,0.91,49.93
KSR-1,2025-01-06,00:21:00,2025-01-06 00:21:00,667487.27,0.66,0.66,13.94,13.94,4518.57,4518.57,39.63,14.52,12.6,8.35,56.55,67.92,60.41,44.13,400.69,405.75,410.34,410.22,228.24,231.89,229.08,235.09,56.55,67.92,60.41,44.13,0.91,50.42
KSR-2,2025-01-06,00:21:00,2025-01-06 00:21:00,411412.89,0.81,0.81,17.25,17.25,5653.24,5653.24,49.06,15.67,18.15,13.83,72.68,70.39,82.66,69.69,395.08,407.56,405.29,404.99,233.68,229.74,231.89,233.0,72.68,70.39,82.66,69.69,0.92,50.13
KSR-1,2025-01-06,00:22:00,2025-01-06 00:22:00,667487.9,0.63,0.63,14.57,14.57,4519.2,4519.2,36.22,15.65,12.95,9.04,58.86,73.24,59.11,45.47,400.15,401.77,403.09,401.49,229.84,232.89,234.01,232.01,58.86,73.24,59.11,45.47,0.88,49.03
KSR-2,2025-01-06,00:22:00,2025-01-06 00:22:00,411413.68,0.79,0.79,18.04,18.04,5654.03,5654.03,45.67,15.47,18.03,13.41,71.5,68.79,80.49,66.63,407.69,404.22,396.19,404.39,232.38,238.09,231.92,236.83,71.5,68.79,80.49,66.63,0.93,49.59
KSR-1,2025-01-06,00:23:00,2025-01-06 00:23:00,667488.52,0.62,0.62,15.19,15.19,4519.82,4519.82,38.91,15.49,12.93,7.92,59.21,70.26,62.26,44.92,403.77,400.31,403.08,402.27,237.74,231.54,233.84,230.46,59.21,70.26,62.26,44.92,0.9,49.2
KSR-2,2025-01-06,00:23:00,2025-01-06 00:23:00,411414.49,0.81,0.81,18.85,18.85,5654.84,5654.84,46.42,14.34,18.61,14.21,75.63,70.9,84.32,69.0,395.0,413.52,392.36,398.35,233.19,233.23,229.65,235.92,75.63,70.9,84.32,69.0,0.93,50.33
KSR-1,2025-01-06,00:24:00,2025-01-06 00:24:00,667489.13,0.61,0.61,15.8,15.8,4520.43,4520.43,35.21,14.77,12.65,7.9,57.78,70.85,61.35,45.47,394.74,406.56,395.58,405.18,227.69,233.68,235.42,231.96,57.78,70.85,61.35,45.47,0.91,49.08
KSR-2,2025-01-06,00:24:00,2025-01-06 00:24:00,411415.26,0.77,0.77,19.62,19.62,5655.61,5655.61,45.59,14.83,18.16,13.7,76.47,68.33,84.97,70.36,405.61,399.2,406.28,406.98,235.59,235.66,230.43,229.81,76.47,68.33,84.97,70.36,0.92,49.66
KSR-1,2025-01-06,00:25:00,2025-01-06 00:25:00,667489.76,0.62,0.62,16.42,16.42,4521.06,4521.06,39.2,15.3,12.66,8.42,56.36,72.02,60.96,45.2,406.48,407.08,407.38,397.01,230.59,232.28,233.15,231.07,56.36,72.02,60.96,45.2,0.93,49.56
KSR-2,2025-01-06,00:25:00,2025-01-06 00:25:00,411416.06,0.8,0.8,20.42,20.42,5656.41,5656.41,45.84,15.16,18.5,13.94,71.76,70.09,83.37,69.65,411.56,413.09,407.44,396.72,237.16,228.12,231.39,228.8,71.76,70.09,83.37,69.65,0.91,49.52
KSR-1,2025-01-06,00:26:00,2025-01-06 00:26:00,667490.43,0.68,0.68,17.1,17.1,4521.73,4521.73,39.07,16.05,13.53,8.46,60.85,70.87,62.86,43.2,395.97,405.8,402.99,409.51,228.9,236.9,228.24,232.16,60.85,70.87,62.86,43.2,0.91,50.29
KSR-2,2025-01-06,00:26:00,2025-01-06 00:26:00,411416.88,0.82,0.82,21.23,21.23,5657.23,5657.23,49.25,14.4,17.45,14.35,72.38,66.95,78.43,66.79,402.76,399.05,406.36,403.12,237.12,234.05,231.94,233.01,72.38,66.95,78.43,66.79,0.94,50.58
KSR-1,2025-01-06,00:27:00,2025-01-06 00:27:00,667491.07,0.63,0.63,17.73,17.73,4522.37,4522.37,38.42,15.15,13.18,8.64,58.79,68.59,62.02,44.46,409.75,411.68,400.76,407.21,229.27,234.8,235.73,228.12,58.79,68.59,62.02,44.46,0.9,49.68
KSR-2,2025-01-06,00:27:00,2025-01-06 00:27:00,411417.63,0.76,0.76,21.99,21.99,5657.98,5657.98,46.56,14.37,18.21,14.69,71.44,67.33,83.66,68.0,397.68,410.01,396.47,396.84,233.67,236.57,228.98,229.76,71.44,67.33,83.66,68.0,0.93,49.06
KSR-1,2025-01-06,00:28:00,2025-01-06 00:28:00,667491.7,0.63,0.63,18.36,18.36,4523.0,4523.0,36.03,15.69,12.99,8.14,58.11,70.26,60.45,44.41,402.79,412.01,394.92,406.6,232.99,232.06,236.52,229.64,58.11,70.26,60.45,44.41,0.9,50.66
KSR-2,2025-01-06,00:28:00,2025-01-06 00:28:00,411418.36,0.73,0.73,22.72,22.72,5658.71,5658.71,45.96,14.37,18.34,14.72,72.66,68.23,79.78,68.42,402.17,398.08,406.43,398.06,229.17,228.84,227.83,233.14,72.66,68.23,79.78,68.42,0.91,50.59
KSR-1,2025-01-06,00:29:00,2025-01-06 00:29:00,667492.3,0.6,0.6,18.96,18.96,4523.6,4523.6,37.65,16.44,12.71,8.42,56.28,68.15,62.13,44.53,398.33,411.61,396.16,404.84,233.28,233.02,230.42,230.83,56.28,68.15,62.13,44.53,0.92,50.2
KSR-2,2025-01-06,00:29:00,2025-01-06 00:29:00,411419.14,0.78,0.78,23.5,23.5,5659.49,5659.49,48.05,14.74,18.47,13.67,70.93,68.99,79.16,68.53,399.07,412.2,402.08,402.68,232.77,236.11,235.23,234.02,70.93,68.99,79.16,68.53,0.91,50.22
KSR-1,2025-01-06,00:30:00,2025-01-06 00:30:00,667492.95,0.65,0.65,19.62,19.62,4524.25,4524.25,39.95,15.59,12.39,9.02,59.76,73.07,60.46,43.77,401.17,412.27,409.99,401.32,232.69,234.57,230.92,234.25,59.76,73.07,60.46,43.77,0.93,49.66
KSR-2,2025-01-06,00:30:00,2025-01-06 00:30:00,411419.9,0.76,0.76,24.26,24.26,5660.25,5660.25,46.45,14.75,18.24,14.56,75.68,67.29,84.05,67.28,407.03,404.47,398.01,395.63,227.99,231.5,233.4,228.33,75.68,67.29,84.05,67.28,0.91,50.32
KSR-1,2025-01-06,00:31:00,2025-01-06 00:31:00,667493.56,0.61,0.61,20.23,20.23,4524.86,4524.86,37.53,15.7,13.44,8.16,55.49,70.52,58.86,45.87,407.1,406.83,405.8,397.82,231.32,235.71,236.01,236.68,55.49,70.52,58.86,45.87,0.9,49.06
KSR-2,2025-01-06,00:31:00,2025-01-06 00:31:00,411420.62,0.72,0.72,24.98,24.98,5660.97,5660.97,44.94,14.89,18.79,13.91,75.05,70.19,81.19,70.76,403.56,405.02,400.64,407.73,230.61,232.18,233.31,235.9,75.05,70.19,81.19,70.76,0.92,49.39
KSR-1,2025-01-06,00:32:00,2025-01-06 00:32:00,667494.2,0.64,0.64,20.87,20.87,4525.5,4525.5,37.0,16.13,12.99,8.27,59.45,67.25,59.21,45.34,406.24,409.55,410.42,403.89,230.63,236.43,235.9,229.82,59.45,67.25,59.21,45.34,0.9,49.4
KSR-2,2025-01-06,00:32:00,2025-01-06 00:32:00,411421.38,0.76,0.76,25.74,25.74,5661.73,5661.73,45.78,14.82,17.81,14.84,71.48,65.7,78.49,65.86,402.48,409.71,395.72,404.45,235.12,234.73,229.53,233.73,71.48,65.7,78.49,65.86,0.93,49.13
KSR-1,2025-01-06,00:33:00,2025-01-06 00:33:00,667494.87,0.67,0.67,21.54,21.54,4526.17,4526.17,39.16,16.45,12.61,8.36,60.78,71.45,60.91,46.67,399.42,412.0,407.91,403.68,230.41,230.75,231.08,234.76,60.78,71.45,60.91,46.67,0.92,50.91
KSR-2,2025-01-06,00:33:00,2025-01-06 00:33:00,411422.18,0.79,0.79,26.53,26.53,5662.53,5662.53,48.88,15.46,17.88,13.93,73.8,69.82,82.33,70.06,406.65,410.19,394.37,395.17,237.3,238.17,230.93,229.34,73.8,69.82,82.33,70.06,0.94,50.0
KSR-1,2025-01-06,00:34:00,2025-01-06 00:34:00,667495.49,0.62,0.62,22.16,22.16,4526.79,4526.79,38.3,15.52,12.62,8.45,57.76,71.81,60.2,44.98,399.95,404.13,402.37,400.36,233.18,230.07,228.75,228.38,57.76,71.81,60.2,44.98,0.89,50.28
KSR-2,2025-01-06,00:34:00,2025-01-06 00:34:00,411422.95,0.78,0.78,27.31,27.31,5663.3,5663.3,48.81,14.01,18.77,14.98,73.4,69.04,79.16,68.64,394.95,400.44,402.42,407.36,232.5,232.36,232.36,235.26,73.4,69.04,79.16,68.64,0.94,50.84
KSR-1,2025-01-06,00:35:00,2025-01-06 00:35:00,667496.11,0.61,0.61,22.77,22.77,4527.41,4527.41,37.01,14.34,12.79,8.28,56.69,72.07,64.13,43.08,397.58,401.39,406.17,398.22,233.13,234.89,236.42,235.76,56.69,72.07,64.13,43.08,0.89,49.08
KSR-2,2025-01-06,00:35:00,2025-01-06 00:35:00,411423.74,0.79,0.79,28.1,28.1,5664.09,5664.09,49.24,14.8,17.83,14.21,71.62,67.61,78.32,69.49,404.91,413.78,398.97,398.17,233.94,233.78,231.21,228.45,71.62,67.61,78.32,69.49,0.93,49.97
KSR-1,2025-01-06,00:36:00,2025-01-06 00:36:00,667496.74,0.64,0.64,23.41,23.41,4528.04,4528.04,38.18,14.56,13.13,8.9,57.41,70.23,59.21,43.12,406.97,402.38,410.91,398.75,229.26,231.78,236.8,233.48,57.41,70.23,59.21,43.12,0.91,50.55
KSR-2,2025-01-06,00:36:00,2025-01-06 00:36:00,411424.52,0.78,0.78,28.88,28.88,5664.87,5664.87,47.6,14.05,17.78,15.12,70.67,69.49,82.12,69.64,395.28,406.7,401.5,405.55,234.44,237.38,228.08,234.17,70.67,69.49,82.12,69.64,0.93,50.58
KSR-1,2025-01-06,00:37:00,2025-01-06 00:37:00,667497.36,0.61,0.61,24.02,24.02,4528.66,4528.66,36.28,16.2,13.2,8.14,57.93,71.06,63.04,43.89,409.52,400.52,409.0,395.75,233.37,237.1,235.33,230.35,57.93,71.06,63.04,43.89,0.93,50.24
KSR-2,2025-01-06,00:37:00,2025-01-06 00:37:00,411425.31,0.8,0.8,29.67,29.67,5665.66,5665.66,46.49,15.03,18.06,13.58,71.97,70.96,84.18,69.84,397.73,413.16,395.68,409.6,234.53,233.41,229.09,234.24,71.97,70.96,84.18,69.84,0.92,48.99
KSR-1,2025-01-06,00:38:00,2025-01-06 00:38:00,667497.98,0.63,0.63,24.65,24.65,4529.28,4529.28,38.27,15.59,13.06,8.75,57.65,69.2,59.02,42.73,397.27,403.64,397.36,407.03,229.89,229.36,228.73,232.75,57.65,69.2,59.02,42.73,0.89,49.21
KSR-2,2025-01-06,00:38:00,2025-01-06 00:38:00,411426.08,0.77,0.77,30.44,30.44,5666.43,5666.43,47.71,15.51,18.07,13.87,72.41,67.82,78.8,70.9,411.11,410.08,407.92,408.9,230.24,232.34,235.61,234.76,72.41,67.82,78.8,70.9,0.93,49.39
KSR-1,2025-01-06,00:39:00,2025-01-06 00:39:00,667498.61,0.63,0.63,25.28,25.28,4529.91,4529.91,38.67,15.84,12.94,8.26,57.61,69.71,63.16,45.07,405.39,397.86,402.75,401.31,230.04,233.68,235.46,236.3,57.61,69.71,63.16,45.07,0.89,50.45
KSR-2,2025-01-06,00:39:00,2025-01-06 00:39:00,411426.88,0.8,0.8,31.24,31.24,5667.23,5667.23,48.22,14.63,18.65,14.58,72.19,70.32,78.04,67.99,404.79,400.41,406.53,394.32,231.02,228.62,232.49,234.68,72.19,70.32,78.04,67.99,0.91,49.01
KSR-1,2025-01-06,00:40:00,2025-01-06 00:40:00,667499.24,0.63,0.63,25.91,25.91,4530.54,4530.54,39.51,14.82,12.56,8.08,60.69,69.12,62.13,43.15,403.73,411.23,398.19,401.77,232.49,235.78,237.04,228.33,60.69,69.12,62.13,43.15,0.93,49.62
KSR-2,2025-01-06,00:40:00,2025-01-06 00:40:00,411427.74,0.86,0.86,32.1,32.1,5668.09,5668.09,49.15,14.96,18.4,14.4,76.56,67.63,82.45,71.73,397.0,402.45,398.99,396.95,228.9,229.81,233.43,229.71,76.56,67.63,82.45,71.73,0.9,49.97
KSR-1,2025-01-06,00:41:00,2025-01-06 00:41:00,667499.9,0.66,0.66,26.57,26.57,4531.2,4531.2,39.63,16.39,13.02,8.97,57.03,73.93,61.8,43.96,403.42,398.34,410.97,410.88,235.87,237.43,229.53,228.15,57.03,73.93,61.8,43.96,0.89,50.57
KSR-2,2025-01-06,00:41:00,2025-01-06 00:41:00,411428.52,0.78,0.78,32.88,32.88,5668.87,5668.87,48.12,14.1,19.11,15.19,72.71,71.98,81.98,67.8,411.33,410.89,407.62,409.22,236.15,232.27,235.9,234.86,72.71,71.98,81.98,67.8,0.93,49.55
KSR-1,2025-01-06,00:42:00,2025-01-06 00:42:00,667500.52,0.62,0.62,27.18,27.18,4531.82,4531.82,35.44,15.13,12.75,8.35,60.54,72.16,62.67,45.0,398.04,407.24,398.88,400.5,236.77,235.95,232.48,230.66,60.54,72.16,62.67,45.0,0.91,50.08
KSR-2,2025-01-06,00:42:00,2025-01-06 00:42:00,411429.31,0.79,0.79,33.67,33.67,5669.66,5669.66,45.78,14.19,18.4,14.09,76.87,69.25,81.78,68.31,400.57,409.97,397.38,403.32,234.04,233.14,237.08,232.34,76.87,69.25,81.78,68.31,0.91,49.24
KSR-1,2025-01-06,00:43:00,2025-01-06 00:43:00,667501.08,0.56,0.56,27.75,27.75,4532.38,4532.38,35.29,15.8,12.74,8.48,60.26,73.26,61.32,45.4,396.51,401.79,403.75,396.5,233.42,231.01,232.97,233.01,60.26,73.26,61.32,45.4,0.91,49.07
KSR-2,2025-01-06,00:43:00,2025-01-06 00:43:00,411430.08,0.77,0.77,34.44,34.44,5670.43,5670.43,47.26,14.55,18.81,13.61,72.48,67.82,81.55,70.0,408.23,409.4,394.4,406.94,229.11,232.14,237.59,228.12,72.48,67.82,81.55,70.0,0.94,49.56
KSR-1,2025-01-06,00:44:00,2025-01-06 00:44:00,667501.71,0.63,0.63,28.38,28.38,4533.01,4533.01,38.77,15.44,13.06,8.33,57.33,71.29,60.11,45.87,401.18,402.73,401.96,397.39,229.91,235.84,231.4,234.79,57.33,71.29,60.11,45.87,0.91,49.56
