meter_id,date,time,timestamp,total_active_energy_kwh,energy_consumed_kwh,units_consumed_now,todays_consumption_kwh,today_units_consumed,monthly_consumption_kwh,monthly_units_consumed,total_active_power_kw,p1_active_kw,p2_active_kw,p3_active_kw,percent_average_load,percent_load_l1,percent_load_l2,percent_load_l3,vll_avg,v12,v23,v31,vln_avg,v1_n,v2_n,v3_n,iavg,i1,i2,i3,pf_avg,frequency_hz
KSR-2,2025-01-09,00:09:00,2025-01-09 00:09:00,414786.21,0.79,0.79,7.93,7.93,9026.56,9026.56,45.93,14.15,18.53,15.11,73.56,67.55,84.35,71.39,400.53,400.1,401.51,399.54,235.18,232.88,232.1,228.31,73.56,67.55,84.35,71.39,0.9,49.33
KSR-1,2025-01-09,00:10:00,2025-01-09 00:10:00,670181.02,0.59,0.59,6.92,6.92,7212.32,7212.32,34.51,14.91,12.8,8.36,61.43,70.76,61.42,43.71,409.93,407.34,397.85,411.48,231.56,228.55,234.83,231.73,61.43,70.76,61.42,43.71,0.92,49.72
KSR-2,2025-01-09,00:10:00,2025-01-09 00:10:00,414786.95,0.73,0.73,8.67,8.67,9027.3,9027.3,44.46,14.65,19.11,13.72,70.19,70.45,83.85,68.52,401.37,406.02,396.92,403.62,233.93,233.97,233.52,234.89,70.19,70.45,83.85,68.52,0.94,50.59
KSR-1,2025-01-09,00:11:00,2025-01-09 00:11:00,670181.62,0.6,0.6,7.51,7.51,7212.92,7212.92,35.38,16.41,12.87,8.57,60.22,69.96,62.29,44.84,406.04,397.72,396.85,394.96,230.35,233.25,237.16,231.81,60.22,69.96,62.29,44.84,0.89,50.37
KSR-2,2025-01-09,00:11:00,2025-01-09 00:11:00,414787.78,0.84,0.84,9.5,9.5,9028.13,9028.13,48.77,15.04,18.05,13.94,76.11,67.45,81.56,68.79,407.45,402.23,397.97,409.35,233.6,237.09,230.83,228.46,76.11,67.45,81.56,68.79,0.92,49.96
KSR-1,2025-01-09,00:12:00,2025-01-09 00:12:00,670182.27,0.65,0.65,8.16,8.16,7213.57,7213.57,40.15,16.34,12.72,8.88,58.92,70.88,61.91,44.52,397.14,405.07,406.15,399.46,231.04,230.22,230.35,236.7,58.92,70.88,61.91,44.52,0.89,49.43
KSR-2,2025-01-09,00:12:00,2025-01-09 00:12:00,414788.57,0.79,0.79,10.29,10.29,9028.92,9028.92,46.86,14.53,19.0,13.66,72.12,68.05,80.57,70.18,405.24,414.09,399.6,399.09,229.18,231.86,233.56,228.44,72.12,68.05,80.57,70.18,0.91,49.62
KSR-1,2025-01-09,00:13:00,2025-01-09 00:13:00,670182.9,0.64,0.64,8.8,8.8,7214.2,7214.2,36.48,15.52,12.77,8.95,60.18,73.01,59.89,44.63,409.38,408.02,396.27,411.29,234.29,232.12,228.92,235.61,60.18,73.01,59.89,44.63,0.89,50.91
KSR-2,2025-01-09,00:13:00,2025-01-09 00:13:00,414789.34,0.77,0.77,11.07,11.07,9029.69,9029.69,46.28,14.57,18.01,14.05,72.27,69.12,80.27,66.24,402.88,406.26,403.73,400.78,228.3,236.06,233.64,228.2,72.27,69.12,80.27,66.24,0.91,49.33
KSR-1,2025-01-09,00:14:00,2025-01-09 00:14:00,670183.51,0.61,0.61,9.41,9.41,7214.81,7214.81,37.91,16.38,12.33,8.73,56.52,69.72,63.01,44.01,405.05,411.64,398.63,399.81,230.74,231.44,236.99,236.67,56.52,69.72,63.01,44.01,0.91,50.31
KSR-2,2025-01-09,00:14:00,2025-01-09 00:14:00,414790.15,0.81,0.81,11.87,11.87,9030.5,9030.5,47.76,14.15,18.56,14.68,71.95,67.21,81.62,69.24,403.71,403.44,401.47,399.56,236.83,235.55,231.73,228.07,71.95,67.21,81.62,69.24,0.92,50.06
KSR-1,2025-01-09,00:15:00,2025-01-09 00:15:00,670184.12,0.61,0.61,10.02,10.02,7215.42,7215.42,35.26,14.79,13.46,8.93,61.2,73.87,61.85,45.07,397.13,400.6,396.33,410.22,230.38,230.85,231.14,233.99,61.2,73.87,61.85,45.07,0.92,50.4
KSR-2,2025-01-09,00:15:00,2025-01-09 00:15:00,414790.9,0.74,0.74,12.62,12.62,9031.25,9031.25,46.93,15.11,18.89,14.38,71.36,68.8,82.26,68.6,404.78,398.93,395.62,403.79,236.49,229.84,229.86,231.99,71.36,68.8,82.26,68.6,0.93,49.42
KSR-1,2025-01-09,00:16:00,2025-01-09 00:16:00,670184.78,0.65,0.65,10.67,10.67,7216.08,7216.08,39.0,16.19,12.48,8.68,60.06,72.72,61.24,41.98,410.3,404.21,406.56,401.52,230.52,235.94,230.01,229.91,60.06,72.72,61.24,41.98,0.9,49.79
KSR-2,2025-01-09,00:16:00,2025-01-09 00:16:00,414791.66,0.76,0.76,13.38,13.38,9032.01,9032.01,45.82,15.1,18.18,13.84,75.79,66.6,83.46,71.39,402.98,408.59,392.19,406.31,230.28,232.35,228.59,235.16,75.79,66.6,83.46,71.39,0.93,50.57
KSR-1,2025-01-09,00:17:00,2025-01-09 00:17:00,670185.4,0.62,0.62,11.29,11.29,7216.7,7216.7,37.79,16.34,13.01,8.5,60.15,69.9,60.64,42.47,404.2,409.73,409.06,396.04,233.53,234.96,236.17,235.06,60.15,69.9,60.64,42.47,0.91,49.87
KSR-2,2025-01-09,00:17:00,2025-01-09 00:17:00,414792.45,0.8,0.8,14.18,14.18,9032.8,9032.8,45.82,15.14,18.53,13.69,73.36,67.35,82.34,70.34,406.74,413.77,394.38,408.0,236.55,228.93,236.97,234.18,73.36,67.35,82.34,70.34,0.91,50.66
KSR-1,2025-01-09,00:18:00,2025-01-09 00:18:00,670185.97,0.57,0.57,11.87,11.87,7217.27,7217.27,35.34,15.48,12.56,8.04,56.8,71.58,60.23,46.23,409.4,400.88,410.32,396.13,235.11,235.38,233.59,229.73,56.8,71.58,60.23,46.23,0.9,49.91
KSR-2,2025-01-09,00:18:00,2025-01-09 00:18:00,414793.28,0.83,0.83,15.0,15.0,9033.63,9033.63,47.94,13.84,17.74,14.73,74.0,66.86,82.07,68.38,407.5,407.54,395.39,408.47,228.54,232.4,229.41,234.18,74.0,66.86,82.07,68.38,0.92,48.94
KSR-1,2025-01-09,00:19:00,2025-01-09 00:19:00,670186.61,0.64,0.64,12.51,12.51,7217.91,7217.91,39.15,15.69,13.09,8.66,57.82,71.48,63.67,44.97,397.78,412.24,396.09,398.06,231.46,234.55,230.17,234.34,57.82,71.48,63.67,44.97,0.91,50.33
KSR-2,2025-01-09,00:19:00,2025-01-09 00:19:00,414794.07,0.79,0.79,15.79,15.79,9034.42,9034.42,46.63,14.23,17.89,15.0,74.05,70.23,83.05,70.54,405.25,411.57,406.86,401.59,236.39,230.57,235.79,227.96,74.05,70.23,83.05,70.54,0.92,50.33
KSR-1,2025-01-09,00:20:00,2025-01-09 00:20:00,670187.17,0.56,0.56,13.07,13.07,7218.47,7218.47,35.0,15.96,13.45,8.02,57.46,67.17,60.61,43.44,397.23,401.67,403.74,405.23,231.72,237.01,233.11,233.39,57.46,67.17,60.61,43.44,0.92,49.16
KSR-2,2025-01-09,00:20:00,2025-01-09 00:20:00,414794.82,0.75,0.75,16.54,16.54,9035.17,9035.17,44.47,14.99,17.97,14.27,74.56,68.07,79.97,69.34,395.58,397.59,391.91,403.17,236.25,235.5,235.24,228.73,74.56,68.07,79.97,69.34,0.91,49.14
KSR-1,2025-01-09,00:21:00,2025-01-09 00:21:00,670187.76,0.59,0.59,13.66,13.66,7219.06,7219.06,36.23,15.67,12.74,8.64,59.12,71.34,61.16,44.09,401.51,406.75,407.33,400.35,232.28,235.11,232.37,229.72,59.12,71.34,61.16,44.09,0.92,49.33
KSR-2,2025-01-09,00:21:00,2025-01-09 00:21:00,414795.61,0.79,0.79,17.33,17.33,9035.96,9035.96,46.66,14.98,19.17,14.99,76.36,67.49,81.67,68.98,402.03,404.05,397.03,394.72,229.96,237.37,236.9,232.9,76.36,67.49,81.67,68.98,0.9,50.06
KSR-1,2025-01-09,00:22:00,2025-01-09 00:22:00,670188.36,0.6,0.6,14.26,14.26,7219.66,7219.66,36.05,15.65,12.82,8.36,59.89,68.3,62.33,45.23,406.15,404.69,397.18,405.13,230.09,231.18,236.55,231.6,59.89,68.3,62.33,45.23,0.9,49.61
KSR-2,2025-01-09,00:22:00,2025-01-09 00:22:00,414796.45,0.84,0.84,18.17,18.17,9036.8,9036.8,49.81,14.75,17.39,13.76,74.39,69.72,80.76,71.91,408.98,401.09,396.8,402.95,233.79,231.99,237.07,236.36,74.39,69.72,80.76,71.91,0.91,48.95
KSR-1,2025-01-09,00:23:00,2025-01-09 00:23:00,670188.97,0.61,0.61,14.87,14.87,7220.27,7220.27,36.19,15.37,12.44,8.36,59.83,71.76,61.34,45.11,399.47,400.22,402.03,410.81,229.27,229.88,234.24,235.18,59.83,71.76,61.34,45.11,0.9,50.16
KSR-2,2025-01-09,00:23:00,2025-01-09 00:23:00,414797.23,0.78,0.78,18.95,18.95,9037.58,9037.58,46.44,15.26,18.2,14.16,76.05,66.17,81.2,67.65,406.98,413.74,393.03,405.35,229.99,234.7,232.65,227.22,76.05,66.17,81.2,67.65,0.9,50.69
KSR-1,2025-01-09,00:24:00,2025-01-09 00:24:00,670189.59,0.62,0.62,15.48,15.48,7220.89,7220.89,35.48,15.24,12.58,8.8,60.54,70.14,63.71,44.17,397.96,407.45,409.53,402.0,229.31,229.63,236.06,236.18,60.54,70.14,63.71,44.17,0.91,49.72
KSR-2,2025-01-09,00:24:00,2025-01-09 00:24:00,414798.01,0.78,0.78,19.73,19.73,9038.36,9038.36,47.1,15.38,19.27,14.78,74.67,70.35,81.75,68.45,404.63,400.12,397.19,398.23,230.1,238.55,235.99,228.39,74.67,70.35,81.75,68.45,0.91,50.49
KSR-1,2025-01-09,00:25:00,2025-01-09 00:25:00,670190.18,0.59,0.59,16.07,16.07,7221.48,7221.48,36.61,15.57,12.91,8.85,59.64,70.0,58.61,45.0,397.74,398.06,395.16,401.96,230.39,229.99,229.44,236.81,59.64,70.0,58.61,45.0,0.9,50.43
KSR-2,2025-01-09,00:25:00,2025-01-09 00:25:00,414798.79,0.78,0.78,20.51,20.51,9039.14,9039.14,46.64,13.9,18.69,14.23,73.15,67.91,82.27,68.27,398.67,401.66,402.96,404.25,231.62,237.88,235.15,231.55,73.15,67.91,82.27,68.27,0.91,49.43
KSR-1,2025-01-09,00:26:00,2025-01-09 00:26:00,670190.85,0.67,0.67,16.75,16.75,7222.15,7222.15,38.98,16.45,13.42,8.45,59.03,71.15,61.51,42.39,405.31,411.07,408.53,404.18,235.83,230.86,236.82,232.41,59.03,71.15,61.51,42.39,0.89,49.39
KSR-2,2025-01-09,00:26:00,2025-01-09 00:26:00,414799.59,0.8,0.8,21.32,21.32,9039.94,9039.94,46.63,14.06,18.25,13.46,73.48,69.73,81.64,72.04,398.67,414.23,402.76,397.72,235.46,233.87,229.62,230.85,73.48,69.73,81.64,72.04,0.93,49.93
KSR-1,2025-01-09,00:27:00,2025-01-09 00:27:00,670191.45,0.6,0.6,17.35,17.35,7222.75,7222.75,37.75,15.49,13.11,8.7,59.49,72.13,59.03,44.99,410.27,407.87,404.43,408.84,235.56,229.32,229.4,229.94,59.49,72.13,59.03,44.99,0.91,50.18
KSR-2,2025-01-09,00:27:00,2025-01-09 00:27:00,414800.35,0.76,0.76,22.08,22.08,9040.7,9040.7,44.73,14.6,18.05,14.48,74.14,67.62,82.25,69.0,403.97,399.72,402.98,407.98,236.47,233.45,234.28,230.79,74.14,67.62,82.25,69.0,0.92,49.88
KSR-1,2025-01-09,00:28:00,2025-01-09 00:28:00,670192.09,0.64,0.64,17.99,17.99,7223.39,7223.39,38.37,15.44,12.32,8.87,58.94,71.36,60.56,44.09,408.34,399.07,398.42,410.22,235.73,231.52,231.32,229.81,58.94,71.36,60.56,44.09,0.91,49.36
KSR-2,2025-01-09,00:28:00,2025-01-09 00:28:00,414801.14,0.79,0.79,22.86,22.86,9041.49,9041.49,46.88,14.58,18.96,13.92,70.9,65.69,82.47,69.7,405.52,414.57,397.36,404.11,234.57,235.32,229.13,231.0,70.9,65.69,82.47,69.7,0.92,49.01
KSR-1,2025-01-09,00:29:00,2025-01-09 00:29:00,670192.68,0.59,0.59,18.57,18.57,7223.98,7223.98,35.22,14.39,12.93,8.55,56.74,69.29,59.6,43.34,411.35,411.74,399.28,407.47,231.32,231.56,233.2,235.68,56.74,69.29,59.6,43.34,0.91,50.4
KSR-2,2025-01-09,00:29:00,2025-01-09 00:29:00,414801.9,0.76,0.76,23.62,23.62,9042.25,9042.25,46.07,14.49,18.13,14.09,72.3,67.47,84.25,69.38,394.4,411.11,407.17,400.18,231.11,234.83,230.38,236.04,72.3,67.47,84.25,69.38,0.95,50.71
KSR-1,2025-01-09,00:30:00,2025-01-09 00:30:00,670193.25,0.57,0.57,19.15,19.15,7224.55,7224.55,36.17,15.71,12.73,8.64,56.91,73.2,59.87,44.18,403.18,403.18,402.37,395.78,232.05,228.69,236.38,228.61,56.91,73.2,59.87,44.18,0.92,49.59
KSR-2,2025-01-09,00:30:00,2025-01-09 00:30:00,414802.73,0.83,0.83,24.45,24.45,9043.08,9043.08,47.69,13.92,17.84,14.23,71.98,66.65,83.28,67.7,408.74,408.41,393.29,401.52,232.91,229.05,232.53,228.89,71.98,66.65,83.28,67.7,0.92,50.53
KSR-1,2025-01-09,00:31:00,2025-01-09 00:31:00,670193.94,0.69,0.69,19.83,19.83,7225.24,7225.24,39.36,16.16,12.4,8.31,60.34,69.13,60.14,46.2,405.26,411.08,395.81,398.02,231.8,234.21,230.05,231.73,60.34,69.13,60.14,46.2,0.91,49.33
KSR-2,2025-01-09,00:31:00,2025-01-09 00:31:00,414803.52,0.79,0.79,25.24,25.24,9043.87,9043.87,47.67,14.99,17.52,15.02,72.83,66.0,81.61,68.05,407.29,400.18,396.84,403.28,232.88,236.77,234.56,230.16,72.83,66.0,81.61,68.05,0.94,49.26
KSR-1,2025-01-09,00:32:00,2025-01-09 00:32:00,670194.57,0.63,0.63,20.46,20.46,7225.87,7225.87,39.2,14.88,13.26,8.44,56.33,69.6,62.65,44.52,410.32,403.99,404.69,399.11,229.63,234.82,237.2,228.63,56.33,69.6,62.65,44.52,0.92,50.88
KSR-2,2025-01-09,00:32:00,2025-01-09 00:32:00,414804.27,0.75,0.75,25.99,25.99,9044.62,9044.62,47.03,15.46,17.94,14.54,72.75,67.73,78.76,71.37,407.74,400.08,408.35,409.85,231.43,228.19,235.55,236.07,72.75,67.73,78.76,71.37,0.94,50.46
KSR-1,2025-01-09,00:33:00,2025-01-09 00:33:00,670195.21,0.64,0.64,21.1,21.1,7226.51,7226.51,38.66,15.38,12.48,8.98,58.33,69.39,59.88,42.0,395.18,399.09,407.83,403.71,229.44,231.17,230.58,233.41,58.33,69.39,59.88,42.0,0.91,49.33
KSR-2,2025-01-09,00:33:00,2025-01-09 00:33:00,414805.07,0.8,0.8,26.79,26.79,9045.42,9045.42,48.33,14.64,17.82,14.55,72.31,66.11,83.12,69.16,399.38,403.88,398.35,407.03,228.19,236.52,234.39,232.1,72.31,66.11,83.12,69.16,0.94,50.11
KSR-1,2025-01-09,00:34:00,2025-01-09 00:34:00,670195.83,0.62,0.62,21.72,21.72,7227.13,7227.13,38.69,14.66,12.64,8.26,57.82,71.17,58.21,42.11,403.55,398.99,399.78,398.97,232.89,237.81,228.19,229.2,57.82,71.17,58.21,42.11,0.88,50.76
KSR-2,2025-01-09,00:34:00,2025-01-09 00:34:00,414805.83,0.76,0.76,27.55,27.55,9046.18,9046.18,44.45,14.82,19.06,14.5,72.31,67.32,81.54,67.71,403.58,410.73,399.93,396.94,234.96,235.79,235.77,230.06,72.31,67.32,81.54,67.71,0.91,49.37
KSR-1,2025-01-09,00:35:00,2025-01-09 00:35:00,670196.48,0.66,0.66,22.38,22.38,7227.78,7227.78,38.79,15.1,12.95,8.78,58.07,72.52,60.52,43.89,409.75,406.7,396.56,410.56,228.34,234.87,229.26,230.56,58.07,72.52,60.52,43.89,0.89,50.69
KSR-2,2025-01-09,00:35:00,2025-01-09 00:35:00,414806.64,0.81,0.81,28.36,28.36,9046.99,9046.99,46.76,14.97,17.73,14.89,73.93,67.47,81.2,68.72,401.76,398.63,399.46,395.16,230.42,231.08,230.83,228.79,73.93,67.47,81.2,68.72,0.93,50.39
KSR-1,2025-01-09,00:36:00,2025-01-09 00:36:00,670197.1,0.62,0.62,23.0,23.0,7228.4,7228.4,38.29,16.21,12.67,8.89,60.02,68.72,61.27,42.75,407.37,397.05,405.77,406.35,232.22,228.46,228.2,230.43,60.02,68.72,61.27,42.75,0.93,49.45
KSR-2,2025-01-09,00:36:00,2025-01-09 00:36:00,414807.42,0.78,0.78,29.14,29.14,9047.77,9047.77,48.12,15.05,18.4,14.34,74.01,70.34,82.95,69.51,408.89,411.77,392.82,397.58,231.13,231.08,233.84,231.62,74.01,70.34,82.95,69.51,0.92,50.79
KSR-1,2025-01-09,00:37:00,2025-01-09 00:37:00,670197.74,0.64,0.64,23.64,23.64,7229.04,7229.04,39.9,16.36,13.18,8.62,57.57,69.05,62.39,42.36,406.65,397.45,394.14,401.33,229.74,232.87,235.31,231.36,57.57,69.05,62.39,42.36,0.93,50.16
KSR-2,2025-01-09,00:37:00,2025-01-09 00:37:00,414808.13,0.71,0.71,29.85,29.85,9048.48,9048.48,44.89,15.13,18.15,13.78,76.34,66.54,84.66,68.76,406.66,402.29,394.91,397.69,229.65,235.7,234.91,232.04,76.34,66.54,84.66,68.76,0.93,49.14
KSR-1,2025-01-09,00:38:00,2025-01-09 00:38:00,670198.35,0.61,0.61,24.25,24.25,7229.65,7229.65,35.39,14.29,13.29,8.74,58.34,73.77,59.6,45.23,402.68,409.15,405.77,396.89,229.34,231.82,232.55,228.0,58.34,73.77,59.6,45.23,0.9,50.8
KSR-2,2025-01-09,00:38:00,2025-01-09 00:38:00,414808.89,0.76,0.76,30.61,30.61,9049.24,9049.24,44.92,15.13,17.87,14.48,73.05,70.2,82.06,70.44,401.1,413.59,394.97,409.29,229.11,237.4,233.29,229.49,73.05,70.2,82.06,70.44,0.91,50.63
KSR-1,2025-01-09,00:39:00,2025-01-09 00:39:00,670199.02,0.67,0.67,24.92,24.92,7230.32,7230.32,39.67,15.77,12.47,9.08,58.37,71.07,61.88,44.67,397.17,398.0,410.98,402.64,233.24,237.39,231.86,228.31,58.37,71.07,61.88,44.67,0.93,50.93
KSR-2,2025-01-09,00:39:00,2025-01-09 00:39:00,414809.71,0.82,0.82,31.44,31.44,9050.06,9050.06,48.13,14.84,17.86,15.13,74.82,68.83,82.33,67.84,403.43,410.69,405.57,406.17,230.92,228.89,234.18,231.0,74.82,68.83,82.33,67.84,0.91,50.48
KSR-1,2025-01-09,00:40:00,2025-01-09 00:40:00,670199.64,0.62,0.62,25.54,25.54,7230.94,7230.94,35.56,15.53,12.61,8.83,58.96,72.28,61.21,42.44,407.31,402.63,395.42,409.94,229.6,233.14,234.3,231.89,58.96,72.28,61.21,42.44,0.91,50.54
KSR-2,2025-01-09,00:40:00,2025-01-09 00:40:00,414810.56,0.85,0.85,32.28,32.28,9050.91,9050.91,48.48,15.29,17.53,14.13,73.83,68.03,77.95,68.22,410.95,414.06,396.06,401.31,229.82,231.63,228.21,235.9,73.83,68.03,77.95,68.22,0.9,50.22
KSR-1,2025-01-09,00:41:00,2025-01-09 00:41:00,670200.22,0.57,0.57,26.12,26.12,7231.52,7231.52,35.97,14.41,12.58,8.49,55.71,72.17,59.55,46.4,401.76,405.45,403.08,398.83,233.91,235.62,230.26,232.5,55.71,72.17,59.55,46.4,0.91,50.88
KSR-2,2025-01-09,00:41:00,2025-01-09 00:41:00,414811.34,0.78,0.78,33.06,33.06,9051.69,9051.69,47.63,14.54,18.45,14.52,74.7,69.73,81.1,68.69,403.43,408.83,403.42,404.76,235.1,236.41,236.55,233.01,74.7,69.73,81.1,68.69,0.94,50.9
KSR-1,2025-01-09,00:42:00,2025-01-09 00:42:00,670200.84,0.62,0.62,26.74,26.74,7232.14,7232.14,35.96,15.26,13.12,8.58,56.98,67.56,60.94,43.74,408.96,412.59,403.55,402.73,228.68,233.09,232.95,227.84,56.98,67.56,60.94,43.74,0.89,51.0
KSR-2,2025-01-09,00:42:00,2025-01-09 00:42:00,414812.06,0.72,0.72,33.78,33.78,9052.41,9052.41,45.15,14.25,18.24,13.66,70.6,69.33,82.9,69.46,400.84,399.35,400.36,398.98,232.75,238.14,237.1,231.78,70.6,69.33,82.9,69.46,0.93,48.97
KSR-1,2025-01-09,00:43:00,2025-01-09 00:43:00,670201.43,0.59,0.59,27.33,27.33,7232.73,7232.73,36.93,15.78,13.61,8.56,58.36,68.08,60.6,44.76,398.33,398.53,402.75,404.68,236.53,234.92,235.91,233.91,58.36,68.08,60.6,44.76,0.89,49.05
KSR-2,2025-01-09,00:43:00,2025-01-09 00:43:00,414812.87,0.81,0.81,34.59,34.59,9053.22,9053.22,49.68,15.54,18.67,14.65,76.24,70.01,79.4,69.34,395.53,406.43,394.91,409.86,229.32,232.83,228.47,237.07,76.24,70.01,79.4,69.34,0.94,49.78
KSR-1,2025-01-09,00:44:00,2025-01-09 00:44:00,670202.01,0.59,0.59,27.91,27.91,7233.31,7233.31,34.94,14.73,12.39,8.2,57.03,68.92,61.95,43.21,410.72,400.41,401.6,401.81,234.6,235.95,234.98,228.52,57.03,68.92,61.95,43.21,0.93,49.34
