meter_id,date,time,timestamp,total_active_energy_kwh,energy_consumed_kwh,units_consumed_now,todays_consumption_kwh,today_units_consumed,monthly_consumption_kwh,monthly_units_consumed,total_active_power_kw,p1_active_kw,p2_active_kw,p3_active_kw,percent_average_load,percent_load_l1,percent_load_l2,percent_load_l3,vll_avg,v12,v23,v31,vln_avg,v1_n,v2_n,v3_n,iavg,i1,i2,i3,pf_avg,frequency_hz
KSR-1,2025-01-04,00:05:00,2025-01-04 00:05:00,665675.7,0.63,0.63,3.76,3.76,2707.0,2707.0,38.99,14.59,13.46,8.3,57.15,68.79,59.53,41.97,403.7,396.38,400.34,406.21,234.02,231.39,231.52,236.28,57.15,68.79,59.53,41.97,0.92,50.22
KSR-2,2025-01-04,00:05:00,2025-01-04 00:05:00,409142.54,0.84,0.84,4.7,4.7,3382.89,3382.89,48.65,15.14,18.67,13.85,72.59,67.88,79.87,70.5,407.89,410.91,401.65,399.46,231.3,230.33,229.31,233.76,72.59,67.88,79.87,70.5,0.91,49.8
KSR-1,2025-01-04,00:06:00,2025-01-04 00:06:00,665676.31,0.61,0.61,4.37,4.37,2707.61,2707.61,38.25,16.2,13.57,8.15,57.09,72.98,61.91,43.24,402.25,397.73,405.85,402.83,235.32,234.31,237.1,232.83,57.09,72.98,61.91,43.24,0.9,49.94
KSR-2,2025-01-04,00:06:00,2025-01-04 00:06:00,409143.31,0.78,0.78,5.47,5.47,3383.66,3383.66,45.98,14.68,17.4,14.66,74.28,69.06,81.71,68.78,410.13,404.97,403.17,405.22,229.25,231.11,228.99,233.14,74.28,69.06,81.71,68.78,0.94,50.51
KSR-1,2025-01-04,00:07:00,2025-01-04 00:07:00,665676.95,0.63,0.63,5.0,5.0,2708.25,2708.25,38.78,15.79,13.41,8.31,59.0,71.75,59.85,43.04,398.4,409.4,407.38,396.75,231.25,236.92,234.31,227.23,59.0,71.75,59.85,43.04,0.91,49.76
KSR-2,2025-01-04,00:07:00,2025-01-04 00:07:00,409144.07,0.76,0.76,6.23,6.23,3384.42,3384.42,46.47,14.69,17.43,14.95,72.02,66.38,83.25,69.87,406.02,403.66,405.12,403.15,234.71,233.93,228.54,233.08,72.02,66.38,83.25,69.87,0.92,50.01
KSR-1,2025-01-04,00:08:00,2025-01-04 00:08:00,665677.52,0.58,0.58,5.58,5.58,2708.82,2708.82,35.71,16.18,13.45,8.01,56.21,71.35,59.23,44.76,405.37,407.48,400.83,397.05,236.99,228.3,236.97,233.08,56.21,71.35,59.23,44.76,0.9,49.96
KSR-2,2025-01-04,00:08:00,2025-01-04 00:08:00,409144.86,0.79,0.79,7.02,7.02,3385.21,3385.21,46.63,15.0,18.06,14.92,73.65,69.32,84.53,68.37,399.6,412.26,395.29,404.76,229.47,234.3,229.97,235.2,73.65,69.32,84.53,68.37,0.92,50.13
KSR-1,2025-01-04,00:09:00,2025-01-04 00:09:00,665678.22,0.69,0.69,6.27,6.27,2709.52,2709.52,40.08,14.93,12.42,8.48,58.88,73.53,61.04,44.95,411.61,410.27,399.02,409.85,232.26,233.07,229.39,234.74,58.88,73.53,61.04,44.95,0.91,50.71
KSR-2,2025-01-04,00:09:00,2025-01-04 00:09:00,409145.64,0.78,0.78,7.8,7.8,3385.99,3385.99,48.68,15.12,18.54,13.72,73.67,68.64,80.67,67.29,404.44,403.13,392.45,395.25,232.98,236.39,234.85,236.2,73.67,68.64,80.67,67.29,0.92,50.92
KSR-1,2025-01-04,00:10:00,2025-01-04 00:10:00,665678.86,0.64,0.64,6.91,6.91,2710.16,2710.16,39.37,14.48,13.42,8.3,61.43,69.25,62.0,44.61,404.44,411.33,409.14,409.76,235.97,230.15,237.7,236.78,61.43,69.25,62.0,44.61,0.91,50.89
KSR-2,2025-01-04,00:10:00,2025-01-04 00:10:00,409146.44,0.8,0.8,8.6,8.6,3386.79,3386.79,47.89,14.11,18.65,14.44,74.61,67.02,82.48,69.74,403.52,408.26,408.12,409.71,232.46,232.94,231.31,236.67,74.61,67.02,82.48,69.74,0.92,50.32
KSR-1,2025-01-04,00:11:00,2025-01-04 00:11:00,665679.49,0.63,0.63,7.54,7.54,2710.79,2710.79,37.62,14.99,12.82,8.07,59.65,73.83,58.39,46.11,408.74,404.4,405.99,407.27,228.3,234.55,233.55,231.62,59.65,73.83,58.39,46.11,0.89,50.98
KSR-2,2025-01-04,00:11:00,2025-01-04 00:11:00,409147.27,0.84,0.84,9.43,9.43,3387.62,3387.62,48.1,14.68,18.3,14.61,72.45,65.89,83.28,68.41,404.11,403.78,396.94,396.91,236.46,229.64,232.04,236.32,72.45,65.89,83.28,68.41,0.92,50.14
KSR-1,2025-01-04,00:12:00,2025-01-04 00:12:00,665680.15,0.66,0.66,8.21,8.21,2711.45,2711.45,38.32,15.51,13.45,8.88,55.8,73.54,62.32,45.71,403.82,396.66,398.21,400.14,232.41,231.2,230.65,237.11,55.8,73.54,62.32,45.71,0.89,50.97
KSR-2,2025-01-04,00:12:00,2025-01-04 00:12:00,409148.08,0.81,0.81,10.24,10.24,3388.43,3388.43,47.01,15.17,18.05,14.7,75.35,66.76,82.95,68.9,403.07,399.91,407.95,403.57,233.27,231.82,236.5,231.73,75.35,66.76,82.95,68.9,0.9,49.43
KSR-1,2025-01-04,00:13:00,2025-01-04 00:13:00,665680.78,0.63,0.63,8.84,8.84,2712.08,2712.08,36.65,15.92,13.23,8.74,58.65,68.34,62.93,42.93,395.09,410.7,404.33,394.82,230.35,228.24,228.22,234.84,58.65,68.34,62.93,42.93,0.9,50.7
KSR-2,2025-01-04,00:13:00,2025-01-04 00:13:00,409148.84,0.76,0.76,11.0,11.0,3389.19,3389.19,47.7,15.59,18.13,14.05,74.15,69.54,82.5,69.85,409.3,414.28,402.67,397.24,233.6,235.75,227.98,235.97,74.15,69.54,82.5,69.85,0.91,50.03
KSR-1,2025-01-04,00:14:00,2025-01-04 00:14:00,665681.4,0.62,0.62,9.46,9.46,2712.7,2712.7,36.66,16.12,12.6,8.84,55.82,69.24,60.22,43.12,403.42,397.02,395.66,411.72,228.47,231.93,231.44,234.4,55.82,69.24,60.22,43.12,0.93,49.79
KSR-2,2025-01-04,00:14:00,2025-01-04 00:14:00,409149.69,0.85,0.85,11.85,11.85,3390.04,3390.04,48.77,14.14,18.57,13.89,72.16,68.95,82.24,68.33,398.39,410.45,394.16,402.57,234.58,236.24,233.19,228.03,72.16,68.95,82.24,68.33,0.91,50.72
KSR-1,2025-01-04,00:15:00,2025-01-04 00:15:00,665682.03,0.62,0.62,10.08,10.08,2713.33,2713.33,37.79,14.91,13.18,8.31,60.21,68.2,61.57,43.83,400.46,397.37,394.56,401.92,236.67,232.81,230.51,229.46,60.21,68.2,61.57,43.83,0.91,49.85
KSR-2,2025-01-04,00:15:00,2025-01-04 00:15:00,409150.52,0.83,0.83,12.68,12.68,3390.87,3390.87,48.31,15.06,18.34,14.24,70.78,67.86,81.9,69.48,403.87,409.5,400.13,395.13,236.03,234.69,228.27,234.55,70.78,67.86,81.9,69.48,0.93,50.72
KSR-1,2025-01-04,00:16:00,2025-01-04 00:16:00,665682.59,0.56,0.56,10.64,10.64,2713.89,2713.89,34.85,14.38,13.54,8.15,58.53,71.58,60.14,44.15,409.21,401.64,404.89,398.91,236.44,228.47,228.38,228.2,58.53,71.58,60.14,44.15,0.93,50.12
KSR-2,2025-01-04,00:16:00,2025-01-04 00:16:00,409151.34,0.83,0.83,13.5,13.5,3391.69,3391.69,48.54,14.45,18.37,14.83,77.02,70.41,80.02,71.95,409.78,413.76,400.16,404.34,234.31,229.83,227.58,235.26,77.02,70.41,80.02,71.95,0.9,49.21
KSR-1,2025-01-04,00:17:00,2025-01-04 00:17:00,665683.2,0.61,0.61,11.26,11.26,2714.5,2714.5,35.77,14.76,12.58,8.11,55.09,69.69,59.55,44.06,398.33,403.27,406.39,400.92,235.21,236.13,233.91,237.18,55.09,69.69,59.55,44.06,0.89,50.31
KSR-2,2025-01-04,00:17:00,2025-01-04 00:17:00,409152.14,0.79,0.79,14.3,14.3,3392.49,3392.49,47.27,14.71,19.09,14.54,74.56,67.28,82.54,69.41,406.64,404.35,402.2,398.49,230.78,234.36,234.37,233.5,74.56,67.28,82.54,69.41,0.93,49.15
KSR-1,2025-01-04,00:18:00,2025-01-04 00:18:00,665683.81,0.6,0.6,11.86,11.86,2715.11,2715.11,36.09,16.74,13.26,8.29,58.78,70.13,58.81,45.77,399.09,398.35,399.44,400.79,230.4,235.12,234.73,229.52,58.78,70.13,58.81,45.77,0.91,49.1
KSR-2,2025-01-04,00:18:00,2025-01-04 00:18:00,409152.94,0.8,0.8,15.1,15.1,3393.29,3393.29,48.67,15.03,18.2,14.56,71.64,69.85,83.52,66.72,399.38,403.11,395.25,402.78,234.73,228.31,228.95,232.37,71.64,69.85,83.52,66.72,0.94,50.27
KSR-1,2025-01-04,00:19:00,2025-01-04 00:19:00,665684.46,0.65,0.65,12.52,12.52,2715.76,2715.76,37.76,15.45,13.17,9.1,56.72,72.84,58.84,44.21,398.77,405.97,410.29,396.88,231.74,237.32,228.58,235.78,56.72,72.84,58.84,44.21,0.92,49.61
KSR-2,2025-01-04,00:19:00,2025-01-04 00:19:00,409153.75,0.81,0.81,15.91,15.91,3394.1,3394.1,47.67,14.62,17.48,14.73,74.97,66.59,82.72,70.28,395.26,408.93,404.6,397.74,234.54,229.22,228.3,232.99,74.97,66.59,82.72,70.28,0.91,49.91
KSR-1,2025-01-04,00:20:00,2025-01-04 00:20:00,665685.13,0.67,0.67,13.19,13.19,2716.43,2716.43,40.2,14.56,13.06,8.7,56.06,72.67,63.23,43.35,405.2,396.03,406.67,410.79,232.35,235.38,230.45,228.2,56.06,72.67,63.23,43.35,0.91,49.05
KSR-2,2025-01-04,00:20:00,2025-01-04 00:20:00,409154.56,0.81,0.81,16.72,16.72,3394.91,3394.91,47.14,14.01,18.33,14.03,72.74,70.92,82.78,68.98,400.9,400.32,407.06,398.85,233.8,236.91,232.44,230.05,72.74,70.92,82.78,68.98,0.91,49.23
KSR-1,2025-01-04,00:21:00,2025-01-04 00:21:00,665685.73,0.6,0.6,13.79,13.79,2717.03,2717.03,36.51,16.03,13.24,8.56,55.53,68.92,60.07,45.54,403.11,410.43,406.24,402.54,235.15,237.6,232.75,230.79,55.53,68.92,60.07,45.54,0.9,50.02
KSR-2,2025-01-04,00:21:00,2025-01-04 00:21:00,409155.3,0.74,0.74,17.46,17.46,3395.65,3395.65,45.18,14.83,18.33,13.85,70.03,71.84,80.84,67.52,394.73,400.42,400.35,395.75,230.41,229.87,230.82,231.52,70.03,71.84,80.84,67.52,0.9,50.05
KSR-1,2025-01-04,00:22:00,2025-01-04 00:22:00,665686.33,0.59,0.59,14.38,14.38,2717.63,2717.63,37.49,15.17,13.03,8.76,60.05,69.44,59.98,44.91,400.45,406.2,400.08,396.96,230.36,227.99,235.15,228.36,60.05,69.44,59.98,44.91,0.9,49.5
KSR-2,2025-01-04,00:22:00,2025-01-04 00:22:00,409156.11,0.81,0.81,18.27,18.27,3396.46,3396.46,49.66,14.96,17.59,14.15,71.8,68.36,81.26,69.96,406.65,398.56,403.92,403.85,233.36,236.8,228.35,236.44,71.8,68.36,81.26,69.96,0.91,50.77
KSR-1,2025-01-04,00:23:00,2025-01-04 00:23:00,665686.95,0.62,0.62,15.0,15.0,2718.25,2718.25,36.12,14.83,13.56,8.73,61.44,67.55,61.82,44.5,401.39,407.22,405.12,395.07,234.46,235.84,233.02,231.0,61.44,67.55,61.82,44.5,0.89,49.35
KSR-2,2025-01-04,00:23:00,2025-01-04 00:23:00,409156.89,0.78,0.78,19.05,19.05,3397.24,3397.24,48.73,14.85,18.52,13.87,74.01,68.74,82.85,67.57,405.96,405.51,395.26,395.62,230.55,233.14,231.98,227.73,74.01,68.74,82.85,67.57,0.92,50.54
KSR-1,2025-01-04,00:24:00,2025-01-04 00:24:00,665687.56,0.62,0.62,15.62,15.62,2718.86,2718.86,37.68,15.87,13.28,8.73,58.03,72.81,62.73,45.91,397.73,411.72,400.85,399.76,235.5,235.24,231.28,235.45,58.03,72.81,62.73,45.91,0.89,49.83
KSR-2,2025-01-04,00:24:00,2025-01-04 00:24:00,409157.62,0.73,0.73,19.78,19.78,3397.97,3397.97,45.3,14.61,18.21,13.88,72.3,69.22,80.4,68.21,403.49,402.41,405.67,397.31,229.16,230.58,234.05,228.5,72.3,69.22,80.4,68.21,0.94,50.81
KSR-1,2025-01-04,00:25:00,2025-01-04 00:25:00,665688.21,0.65,0.65,16.27,16.27,2719.51,2719.51,37.8,16.44,13.59,7.98,60.09,70.65,60.8,43.13,403.95,400.64,403.59,406.14,230.42,233.07,235.83,228.76,60.09,70.65,60.8,43.13,0.92,50.56
KSR-2,2025-01-04,00:25:00,2025-01-04 00:25:00,409158.42,0.8,0.8,20.58,20.58,3398.77,3398.77,46.11,15.44,18.64,14.13,71.18,68.96,83.01,68.01,402.44,408.44,391.49,399.88,233.1,229.05,228.35,229.11,71.18,68.96,83.01,68.01,0.93,50.03
KSR-1,2025-01-04,00:26:00,2025-01-04 00:26:00,665688.87,0.65,0.65,16.92,16.92,2720.17,2720.17,39.41,15.02,13.04,8.96,58.38,67.47,61.87,42.77,396.72,408.43,395.31,409.85,231.84,231.28,234.3,236.13,58.38,67.47,61.87,42.77,0.9,50.1
KSR-2,2025-01-04,00:26:00,2025-01-04 00:26:00,409159.19,0.77,0.77,21.35,21.35,3399.54,3399.54,48.4,14.48,18.2,13.95,72.38,67.0,80.8,67.72,405.06,410.43,395.55,405.07,231.38,231.28,228.72,228.02,72.38,67.0,80.8,67.72,0.91,49.75
KSR-1,2025-01-04,00:27:00,2025-01-04 00:27:00,665689.49,0.62,0.62,17.54,17.54,2720.79,2720.79,38.66,15.4,12.39,8.35,58.73,70.44,58.16,42.74,401.92,401.59,404.46,402.81,232.17,234.79,234.27,232.28,58.73,70.44,58.16,42.74,0.89,49.14
KSR-2,2025-01-04,00:27:00,2025-01-04 00:27:00,409159.98,0.79,0.79,22.14,22.14,3400.33,3400.33,47.97,14.8,18.19,14.89,70.45,69.38,84.0,69.35,407.26,407.17,402.3,403.0,235.73,232.33,234.89,231.52,70.45,69.38,84.0,69.35,0.92,50.87
KSR-1,2025-01-04,00:28:00,2025-01-04 00:28:00,665690.08,0.59,0.59,18.13,18.13,2721.38,2721.38,36.06,16.0,13.0,8.73,60.43,70.26,62.72,43.66,409.94,403.67,406.6,408.4,230.0,234.58,233.11,232.59,60.43,70.26,62.72,43.66,0.89,49.3
KSR-2,2025-01-04,00:28:00,2025-01-04 00:28:00,409160.76,0.78,0.78,22.92,22.92,3401.11,3401.11,46.4,14.64,18.43,14.37,73.98,67.06,81.34,70.55,409.76,412.86,404.97,408.29,236.71,237.39,229.41,233.46,73.98,67.06,81.34,70.55,0.94,50.38
KSR-1,2025-01-04,00:29:00,2025-01-04 00:29:00,665690.7,0.62,0.62,18.75,18.75,2722.0,2722.0,37.99,15.14,12.85,8.35,58.88,70.35,62.27,42.68,410.28,406.49,399.48,403.13,232.09,229.41,233.74,231.06,58.88,70.35,62.27,42.68,0.91,50.45
KSR-2,2025-01-04,00:29:00,2025-01-04 00:29:00,409161.6,0.84,0.84,23.76,23.76,3401.95,3401.95,48.55,15.16,18.13,14.13,72.18,71.68,79.93,71.12,403.6,399.31,397.94,399.67,230.1,234.86,234.23,233.18,72.18,71.68,79.93,71.12,0.92,49.27
KSR-1,2025-01-04,00:30:00,2025-01-04 00:30:00,665691.3,0.6,0.6,19.36,19.36,2722.6,2722.6,35.82,15.75,12.79,8.57,60.05,70.17,60.48,42.44,408.33,405.79,397.33,407.35,236.28,236.45,228.87,231.71,60.05,70.17,60.48,42.44,0.89,49.1
KSR-2,2025-01-04,00:30:00,2025-01-04 00:30:00,409162.37,0.77,0.77,24.53,24.53,3402.72,3402.72,47.37,15.33,18.91,14.64,74.21,69.42,80.48,66.06,394.6,397.99,393.42,402.27,231.71,237.32,233.53,228.24,74.21,69.42,80.48,66.06,0.93,50.81
KSR-1,2025-01-04,00:31:00,2025-01-04 00:31:00,665691.91,0.61,0.61,19.96,19.96,2723.21,2723.21,35.88,15.69,12.94,8.38,58.96,71.87,60.42,44.12,404.0,407.58,401.16,411.45,227.64,233.09,232.46,229.51,58.96,71.87,60.42,44.12,0.92,50.61
KSR-2,2025-01-04,00:31:00,2025-01-04 00:31:00,409163.17,0.8,0.8,25.33,25.33,3403.52,3403.52,46.29,14.88,18.66,13.87,73.52,68.7,80.55,68.56,408.64,401.12,403.19,396.45,231.76,233.55,235.1,227.19,73.52,68.7,80.55,68.56,0.91,49.86
KSR-1,2025-01-04,00:32:00,2025-01-04 00:32:00,665692.58,0.67,0.67,20.64,20.64,2723.88,2723.88,38.81,14.56,12.42,8.35,58.55,68.46,63.39,44.16,399.27,406.49,410.05,409.01,234.7,233.55,234.28,232.42,58.55,68.46,63.39,44.16,0.93,50.72
KSR-2,2025-01-04,00:32:00,2025-01-04 00:32:00,409163.95,0.78,0.78,26.11,26.11,3404.3,3404.3,46.96,14.4,17.92,14.27,71.67,67.69,82.72,67.8,398.73,403.57,399.46,403.24,231.6,230.85,229.33,227.86,71.67,67.69,82.72,67.8,0.92,50.28
KSR-1,2025-01-04,00:33:00,2025-01-04 00:33:00,665693.23,0.65,0.65,21.29,21.29,2724.53,2724.53,38.38,15.53,12.71,8.16,61.05,69.14,61.73,43.42,397.99,413.57,399.22,407.28,230.24,233.03,234.6,236.27,61.05,69.14,61.73,43.42,0.91,50.66
KSR-2,2025-01-04,00:33:00,2025-01-04 00:33:00,409164.71,0.76,0.76,26.87,26.87,3405.06,3405.06,48.09,15.24,18.32,14.03,71.85,71.3,84.78,69.99,401.29,411.64,404.24,400.78,231.23,231.24,230.92,236.37,71.85,71.3,84.78,69.99,0.9,50.73
KSR-1,2025-01-04,00:34:00,2025-01-04 00:34:00,665693.84,0.6,0.6,21.89,21.89,2725.14,2725.14,37.75,15.3,12.65,8.58,58.75,71.82,62.49,45.11,404.39,408.63,406.86,397.47,234.5,233.3,236.63,228.37,58.75,71.82,62.49,45.11,0.89,49.2
KSR-2,2025-01-04,00:34:00,2025-01-04 00:34:00,409165.52,0.8,0.8,27.68,27.68,3405.87,3405.87,48.62,15.25,18.12,14.04,73.24,69.23,82.12,69.21,405.87,403.28,407.36,410.58,227.83,236.91,232.27,231.49,73.24,69.23,82.12,69.21,0.94,50.6
KSR-1,2025-01-04,00:35:00,2025-01-04 00:35:00,665694.42,0.58,0.58,22.47,22.47,2725.72,2725.72,35.58,14.6,13.0,7.91,59.65,73.69,60.95,45.23,405.44,409.22,407.23,398.13,228.76,230.01,236.75,229.43,59.65,73.69,60.95,45.23,0.91,49.44
KSR-2,2025-01-04,00:35:00,2025-01-04 00:35:00,409166.36,0.84,0.84,28.52,28.52,3406.71,3406.71,48.86,14.33,19.16,13.75,73.24,69.14,84.58,67.66,396.74,399.92,403.39,397.81,232.43,230.45,233.62,232.49,73.24,69.14,84.58,67.66,0.95,50.91
KSR-1,2025-01-04,00:36:00,2025-01-04 00:36:00,665695.04,0.63,0.63,23.1,23.1,2726.34,2726.34,38.46,16.21,13.51,8.42,60.03,67.94,61.28,44.33,402.24,411.86,401.06,403.75,234.37,230.55,230.98,235.69,60.03,67.94,61.28,44.33,0.91,50.95
KSR-2,2025-01-04,00:36:00,2025-01-04 00:36:00,409167.12,0.76,0.76,29.28,29.28,3407.47,3407.47,47.24,14.75,18.3,14.87,74.77,68.44,79.04,70.56,398.02,410.66,402.72,399.37,234.41,236.4,229.67,235.75,74.77,68.44,79.04,70.56,0.93,49.82
KSR-1,2025-01-04,00:37:00,2025-01-04 00:37:00,665695.68,0.64,0.64,23.74,23.74,2726.98,2726.98,37.94,15.52,12.87,8.5,59.43,72.5,59.86,44.88,405.65,401.63,404.6,403.89,234.05,228.63,232.52,235.79,59.43,72.5,59.86,44.88,0.89,49.42
KSR-2,2025-01-04,00:37:00,2025-01-04 00:37:00,409167.92,0.8,0.8,30.08,30.08,3408.27,3408.27,49.23,14.87,17.71,14.38,70.82,68.12,80.67,71.03,410.58,398.58,406.54,394.16,232.65,237.27,236.23,227.68,70.82,68.12,80.67,71.03,0.91,50.67
KSR-1,2025-01-04,00:38:00,2025-01-04 00:38:00,665696.25,0.57,0.57,24.31,24.31,2727.55,2727.55,35.25,15.66,12.79,8.72,58.11,71.47,60.09,43.77,399.64,406.39,408.31,402.21,233.46,235.96,228.93,227.47,58.11,71.47,60.09,43.77,0.92,50.6
KSR-2,2025-01-04,00:38:00,2025-01-04 00:38:00,409168.75,0.83,0.83,30.91,30.91,3409.1,3409.1,47.57,14.48,18.32,14.64,73.64,67.95,81.0,67.44,405.6,402.4,402.67,395.15,232.1,232.08,229.77,230.14,73.64,67.95,81.0,67.44,0.91,50.06
KSR-1,2025-01-04,00:39:00,2025-01-04 00:39:00,665696.83,0.58,0.58,24.89,24.89,2728.13,2728.13,36.56,15.91,13.24,8.54,60.21,70.16,61.79,44.68,401.48,404.52,409.22,407.73,233.41,234.75,233.04,231.49,60.21,70.16,61.79,44.68,0.89,50.17
KSR-2,2025-01-04,00:39:00,2025-01-04 00:39:00,409169.51,0.75,0.75,31.67,31.67,3409.86,3409.86,46.55,15.36,17.8,13.55,72.72,67.66,81.4,70.19,407.04,399.38,400.53,411.45,235.82,231.65,235.63,234.32,72.72,67.66,81.4,70.19,0.91,49.9
KSR-1,2025-01-04,00:40:00,2025-01-04 00:40:00,665697.45,0.62,0.62,25.51,25.51,2728.75,2728.75,38.7,15.16,13.65,8.74,58.23,69.31,61.69,43.06,408.3,406.27,406.31,407.47,234.49,235.37,234.49,232.48,58.23,69.31,61.69,43.06,0.92,50.54
KSR-2,2025-01-04,00:40:00,2025-01-04 00:40:00,409170.31,0.8,0.8,32.47,32.47,3410.66,3410.66,46.34,14.39,18.16,13.94,71.16,69.81,77.86,69.84,398.1,404.25,404.51,404.88,233.0,237.36,233.89,233.08,71.16,69.81,77.86,69.84,0.9,50.06
KSR-1,2025-01-04,00:41:00,2025-01-04 00:41:00,665698.07,0.61,0.61,26.12,26.12,2729.37,2729.37,35.94,15.88,13.09,8.7,57.15,69.35,59.94,45.15,411.08,401.12,407.73,394.76,232.29,232.76,232.44,232.82,57.15,69.35,59.94,45.15,0.89,50.47
KSR-2,2025-01-04,00:41:00,2025-01-04 00:41:00,409171.08,0.78,0.78,33.24,33.24,3411.43,3411.43,45.78,14.33,17.6,14.61,74.91,67.92,78.98,70.14,408.18,398.16,403.79,405.05,228.68,235.7,237.18,231.91,74.91,67.92,78.98,70.14,0.93,48.93
KSR-1,2025-01-04,00:42:00,2025-01-04 00:42:00,665698.72,0.65,0.65,26.77,26.77,2730.02,2730.02,37.6,15.56,12.62,8.68,59.16,69.21,59.96,44.66,404.51,405.63,398.62,399.68,228.42,232.16,232.9,228.84,59.16,69.21,59.96,44.66,0.89,49.64
KSR-2,2025-01-04,00:42:00,2025-01-04 00:42:00,409171.93,0.84,0.84,34.09,34.09,3412.28,3412.28,48.26,15.31,17.86,13.77,74.76,68.44,82.74,69.86,408.49,398.27,398.88,395.44,230.12,233.65,230.72,227.97,74.76,68.44,82.74,69.86,0.93,49.89
KSR-1,2025-01-04,00:43:00,2025-01-04 00:43:00,665699.38,0.66,0.66,27.43,27.43,2730.68,2730.68,38.81,14.74,13.44,8.69,61.11,73.11,61.35,43.96,405.97,409.1,398.63,409.44,230.11,229.83,234.61,232.0,61.11,73.11,61.35,43.96,0.91,50.48
KSR-2,2025-01-04,00:43:00,2025-01-04 00:43:00,409172.72,0.8,0.8,34.88,34.88,3413.07,3413.07,45.54,14.78,18.2,14.8,74.91,71.72,82.08,68.56,402.45,406.52,394.6,396.49,234.58,233.43,228.15,234.31,74.91,71.72,82.08,68.56,0.93,50.85
KSR-1,2025-01-04,00:44:00,2025-01-04 00:44:00,665700.02,0.64,0.64,28.07,28.07,2731.32,2731.32,37.62,15.66,13.44,8.23,59.46,69.29,59.82,41.45,403.05,404.89,395.75,407.21,228.78,231.33,234.28,234.58,59.46,69.29,59.82,41.45,0.91,50.75
