meter_id,date,time,timestamp,total_active_energy_kwh,energy_consumed_kwh,units_consumed_now,todays_consumption_kwh,today_units_consumed,monthly_consumption_kwh,monthly_units_consumed,total_active_power_kw,p1_active_kw,p2_active_kw,p3_active_kw,percent_average_load,percent_load_l1,percent_load_l2,percent_load_l3,vll_avg,v12,v23,v31,vln_avg,v1_n,v2_n,v3_n,iavg,i1,i2,i3,pf_avg,frequency_hz
KSR-2,2025-01-08,00:12:00,2025-01-08 00:12:00,413660.94,0.73,0.73,10.03,10.03,7901.29,7901.29,45.76,14.63,18.64,14.6,69.85,69.54,82.48,69.07,395.25,399.85,402.97,397.57,237.04,237.07,235.83,234.61,69.85,69.54,82.48,69.07,0.93,50.8
KSR-1,2025-01-08,00:13:00,2025-01-08 00:13:00,669283.12,0.65,0.65,8.74,8.74,6314.42,6314.42,38.86,15.79,13.41,8.83,60.09,70.57,58.99,43.15,398.37,398.05,400.37,396.25,236.21,233.81,237.84,234.15,60.09,70.57,58.99,43.15,0.91,50.96
KSR-2,2025-01-08,00:13:00,2025-01-08 00:13:00,413661.71,0.77,0.77,10.8,10.8,7902.06,7902.06,48.44,15.41,18.06,14.09,70.95,70.15,79.21,68.21,402.45,402.61,405.74,406.96,228.61,232.97,232.37,232.25,70.95,70.15,79.21,68.21,0.91,50.77
KSR-1,2025-01-08,00:14:00,2025-01-08 00:14:00,669283.75,0.63,0.63,9.36,9.36,6315.05,6315.05,37.33,15.78,12.84,8.31,58.01,69.22,62.4,42.59,408.52,398.29,407.08,394.0,234.14,234.99,233.92,236.55,58.01,69.22,62.4,42.59,0.91,49.98
KSR-2,2025-01-08,00:14:00,2025-01-08 00:14:00,413662.46,0.76,0.76,11.55,11.55,7902.81,7902.81,47.43,13.85,17.67,14.07,73.14,67.49,80.67,67.39,403.21,403.99,393.27,404.4,231.34,233.8,228.24,230.92,73.14,67.49,80.67,67.39,0.9,49.6
KSR-1,2025-01-08,00:15:00,2025-01-08 00:15:00,669284.41,0.67,0.67,10.03,10.03,6315.71,6315.71,38.53,15.74,13.11,8.21,61.94,74.07,59.48,45.15,409.49,404.28,398.27,405.08,236.18,235.34,235.49,233.89,61.94,74.07,59.48,45.15,0.91,49.52
KSR-2,2025-01-08,00:15:00,2025-01-08 00:15:00,413663.29,0.83,0.83,12.38,12.38,7903.64,7903.64,48.32,14.32,18.14,15.1,70.92,68.6,81.91,69.36,403.95,407.65,397.72,400.45,228.53,237.0,235.84,229.05,70.92,68.6,81.91,69.36,0.92,50.43
KSR-1,2025-01-08,00:16:00,2025-01-08 00:16:00,669285.01,0.6,0.6,10.63,10.63,6316.31,6316.31,35.12,15.83,13.53,8.32,57.08,70.96,60.58,43.61,407.75,409.77,398.57,408.71,236.62,228.39,236.33,231.87,57.08,70.96,60.58,43.61,0.92,49.82
KSR-2,2025-01-08,00:16:00,2025-01-08 00:16:00,413664.1,0.81,0.81,13.19,13.19,7904.45,7904.45,48.83,14.79,18.68,14.56,70.95,70.34,80.16,69.3,395.86,401.63,393.97,410.71,236.2,236.96,234.97,236.88,70.95,70.34,80.16,69.3,0.93,49.35
KSR-1,2025-01-08,00:17:00,2025-01-08 00:17:00,669285.68,0.67,0.67,11.3,11.3,6316.98,6316.98,38.72,15.26,12.79,8.01,59.03,68.18,60.18,42.76,401.14,412.25,410.49,401.03,236.58,234.61,235.65,231.46,59.03,68.18,60.18,42.76,0.91,49.11
KSR-2,2025-01-08,00:17:00,2025-01-08 00:17:00,413664.88,0.78,0.78,13.97,13.97,7905.23,7905.23,47.13,14.76,17.76,15.21,72.78,68.72,80.96,71.62,397.21,407.38,398.05,396.1,233.31,236.12,232.13,231.78,72.78,68.72,80.96,71.62,0.91,49.17
KSR-1,2025-01-08,00:18:00,2025-01-08 00:18:00,669286.27,0.59,0.59,11.89,11.89,6317.57,6317.57,35.59,16.43,13.24,8.82,58.44,70.47,61.63,43.76,407.75,407.5,409.2,409.4,233.23,232.09,233.17,237.1,58.44,70.47,61.63,43.76,0.9,49.82
KSR-2,2025-01-08,00:18:00,2025-01-08 00:18:00,413665.66,0.78,0.78,14.74,14.74,7906.01,7906.01,47.9,14.62,19.18,14.09,71.8,65.7,78.73,71.88,396.12,403.73,395.46,408.7,235.36,235.95,237.31,229.08,71.8,65.7,78.73,71.88,0.94,50.51
KSR-1,2025-01-08,00:19:00,2025-01-08 00:19:00,669286.95,0.68,0.68,12.56,12.56,6318.25,6318.25,39.0,16.42,13.27,8.36,59.68,73.42,61.39,44.9,408.1,405.35,394.67,397.02,228.14,233.73,233.21,234.02,59.68,73.42,61.39,44.9,0.91,50.71
KSR-2,2025-01-08,00:19:00,2025-01-08 00:19:00,413666.5,0.84,0.84,15.58,15.58,7906.85,7906.85,49.0,14.89,18.01,14.71,76.48,65.31,80.46,70.03,401.91,409.04,403.17,395.43,229.1,229.71,229.66,230.42,76.48,65.31,80.46,70.03,0.93,50.03
KSR-1,2025-01-08,00:20:00,2025-01-08 00:20:00,669287.53,0.58,0.58,13.14,13.14,6318.83,6318.83,36.17,15.94,13.3,8.91,59.45,71.15,61.32,43.95,404.94,400.93,403.4,405.48,235.57,237.68,231.41,236.44,59.45,71.15,61.32,43.95,0.91,49.0
KSR-2,2025-01-08,00:20:00,2025-01-08 00:20:00,413667.26,0.76,0.76,16.34,16.34,7907.61,7907.61,47.43,14.85,17.53,14.21,75.5,68.93,81.11,68.69,397.44,404.16,399.32,398.03,235.34,236.77,232.85,227.51,75.5,68.93,81.11,68.69,0.92,49.67
KSR-1,2025-01-08,00:21:00,2025-01-08 00:21:00,669288.17,0.64,0.64,13.78,13.78,6319.47,6319.47,36.52,15.48,12.62,8.7,60.54,69.76,61.17,41.63,406.88,399.66,408.09,395.72,233.61,236.94,234.78,235.89,60.54,69.76,61.17,41.63,0.91,49.01
KSR-2,2025-01-08,00:21:00,2025-01-08 00:21:00,413668.05,0.8,0.8,17.14,17.14,7908.4,7908.4,49.08,14.68,18.69,13.61,73.57,71.14,81.81,68.34,411.04,409.79,400.32,404.83,230.1,234.01,232.96,229.81,73.57,71.14,81.81,68.34,0.92,50.77
KSR-1,2025-01-08,00:22:00,2025-01-08 00:22:00,669288.75,0.58,0.58,14.36,14.36,6320.05,6320.05,35.81,14.77,12.62,8.74,58.42,70.01,59.42,43.32,405.85,404.01,402.04,397.4,230.76,233.71,237.04,236.51,58.42,70.01,59.42,43.32,0.92,50.15
KSR-2,2025-01-08,00:22:00,2025-01-08 00:22:00,413668.83,0.78,0.78,17.92,17.92,7909.18,7909.18,46.46,14.01,18.33,13.91,75.7,67.62,82.76,68.84,397.96,407.36,408.4,405.32,230.24,230.62,233.74,235.18,75.7,67.62,82.76,68.84,0.91,50.4
KSR-1,2025-01-08,00:23:00,2025-01-08 00:23:00,669289.42,0.68,0.68,15.04,15.04,6320.72,6320.72,39.32,15.69,13.2,8.88,58.41,72.13,60.21,43.88,409.43,406.33,399.24,399.53,231.01,231.24,231.72,234.41,58.41,72.13,60.21,43.88,0.89,49.8
KSR-2,2025-01-08,00:23:00,2025-01-08 00:23:00,413669.63,0.8,0.8,18.72,18.72,7909.98,7909.98,47.75,14.18,17.81,14.45,71.79,67.08,82.18,69.65,402.4,401.91,407.22,398.24,229.58,237.62,227.9,235.58,71.79,67.08,82.18,69.65,0.93,50.42
KSR-1,2025-01-08,00:24:00,2025-01-08 00:24:00,669290.0,0.58,0.58,15.62,15.62,6321.3,6321.3,36.29,15.25,12.83,8.23,57.87,70.96,61.03,43.16,403.8,401.33,402.56,395.04,234.77,234.57,234.21,233.02,57.87,70.96,61.03,43.16,0.92,49.52
KSR-2,2025-01-08,00:24:00,2025-01-08 00:24:00,413670.42,0.79,0.79,19.51,19.51,7910.77,7910.77,48.38,15.4,18.57,13.49,72.69,68.82,79.43,70.36,410.21,411.21,392.97,404.39,228.29,231.26,237.32,231.46,72.69,68.82,79.43,70.36,0.94,49.07
KSR-1,2025-01-08,00:25:00,2025-01-08 00:25:00,669290.61,0.6,0.6,16.22,16.22,6321.91,6321.91,35.38,15.81,13.33,8.61,59.41,70.29,59.19,43.05,397.14,412.11,396.03,399.36,237.38,232.76,236.81,232.97,59.41,70.29,59.19,43.05,0.93,50.78
KSR-2,2025-01-08,00:25:00,2025-01-08 00:25:00,413671.22,0.79,0.79,20.3,20.3,7911.57,7911.57,45.78,15.31,17.62,14.17,74.25,66.51,81.55,68.4,400.42,405.47,396.02,407.07,228.1,234.09,229.76,227.7,74.25,66.51,81.55,68.4,0.92,50.21
KSR-1,2025-01-08,00:26:00,2025-01-08 00:26:00,669291.2,0.59,0.59,16.81,16.81,6322.5,6322.5,35.97,16.48,13.25,8.18,59.8,71.6,62.17,45.41,397.76,399.92,409.52,408.81,229.72,237.98,229.73,231.83,59.8,71.6,62.17,45.41,0.9,49.62
KSR-2,2025-01-08,00:26:00,2025-01-08 00:26:00,413672.03,0.81,0.81,21.11,21.11,7912.38,7912.38,46.92,14.62,17.57,14.52,71.8,65.83,79.67,70.94,403.14,410.03,404.37,409.31,236.44,233.18,234.63,234.87,71.8,65.83,79.67,70.94,0.93,50.59
KSR-1,2025-01-08,00:27:00,2025-01-08 00:27:00,669291.83,0.63,0.63,17.44,17.44,6323.13,6323.13,38.65,16.27,12.93,8.67,60.19,68.39,61.58,43.03,402.85,410.25,393.76,403.8,228.87,231.02,233.55,232.68,60.19,68.39,61.58,43.03,0.92,49.72
KSR-2,2025-01-08,00:27:00,2025-01-08 00:27:00,413672.79,0.77,0.77,21.88,21.88,7913.14,7913.14,45.67,15.59,18.66,13.91,74.96,70.35,83.04,66.06,397.96,408.43,396.92,406.86,231.08,232.45,228.75,228.99,74.96,70.35,83.04,66.06,0.93,49.08
KSR-1,2025-01-08,00:28:00,2025-01-08 00:28:00,669292.42,0.59,0.59,18.03,18.03,6323.72,6323.72,35.97,14.81,12.77,8.76,56.05,72.75,59.61,43.38,412.04,400.89,393.7,410.15,235.67,230.49,232.98,231.37,56.05,72.75,59.61,43.38,0.9,50.62
KSR-2,2025-01-08,00:28:00,2025-01-08 00:28:00,413673.52,0.73,0.73,22.61,22.61,7913.87,7913.87,45.99,14.64,17.9,15.11,74.45,68.27,81.54,68.65,410.7,412.08,396.19,407.53,234.61,230.92,233.79,233.31,74.45,68.27,81.54,68.65,0.92,49.73
KSR-1,2025-01-08,00:29:00,2025-01-08 00:29:00,669293.06,0.65,0.65,18.68,18.68,6324.36,6324.36,37.96,15.66,12.98,8.84,59.62,72.39,61.03,43.49,401.63,409.85,400.52,396.37,232.16,233.95,231.66,227.11,59.62,72.39,61.03,43.49,0.91,50.11
KSR-2,2025-01-08,00:29:00,2025-01-08 00:29:00,413674.32,0.8,0.8,23.41,23.41,7914.67,7914.67,49.3,15.24,17.73,13.4,76.11,66.44,81.49,70.3,411.27,401.39,399.1,408.1,229.66,237.0,235.04,234.99,76.11,66.44,81.49,70.3,0.93,49.3
KSR-1,2025-01-08,00:30:00,2025-01-08 00:30:00,669293.71,0.65,0.65,19.33,19.33,6325.01,6325.01,40.33,15.83,13.12,8.37,57.08,68.17,60.6,42.03,398.85,413.01,406.48,399.83,235.2,234.38,229.83,234.01,57.08,68.17,60.6,42.03,0.92,49.17
KSR-2,2025-01-08,00:30:00,2025-01-08 00:30:00,413675.09,0.77,0.77,24.18,24.18,7915.44,7915.44,47.1,14.93,17.47,14.23,72.12,66.61,78.96,70.3,398.34,410.35,405.55,402.87,235.11,236.39,237.0,232.46,72.12,66.61,78.96,70.3,0.93,49.33
KSR-1,2025-01-08,00:31:00,2025-01-08 00:31:00,669294.31,0.6,0.6,19.92,19.92,6325.61,6325.61,35.67,15.35,13.04,8.87,56.42,67.84,60.08,45.29,400.05,406.44,395.04,397.82,236.24,232.6,237.07,235.14,56.42,67.84,60.08,45.29,0.91,50.49
KSR-2,2025-01-08,00:31:00,2025-01-08 00:31:00,413675.87,0.78,0.78,24.96,24.96,7916.22,7916.22,45.76,15.11,18.45,15.1,72.72,69.91,81.3,70.69,400.12,411.07,397.31,401.32,230.05,229.67,231.13,231.4,72.72,69.91,81.3,70.69,0.92,50.02
KSR-1,2025-01-08,00:32:00,2025-01-08 00:32:00,669294.89,0.59,0.59,20.51,20.51,6326.19,6326.19,35.45,15.74,13.18,8.16,57.82,72.89,62.3,42.82,410.62,400.38,395.22,400.89,232.24,229.92,231.41,230.46,57.82,72.89,62.3,42.82,0.92,49.97
KSR-2,2025-01-08,00:32:00,2025-01-08 00:32:00,413676.62,0.74,0.74,25.7,25.7,7916.97,7916.97,46.86,14.73,17.37,14.76,70.49,67.33,81.24,67.34,395.69,405.13,406.85,404.33,229.82,234.74,231.38,235.19,70.49,67.33,81.24,67.34,0.92,50.18
KSR-1,2025-01-08,00:33:00,2025-01-08 00:33:00,669295.52,0.63,0.63,21.14,21.14,6326.82,6326.82,37.13,15.81,13.08,7.98,59.48,74.04,62.84,44.49,401.68,405.3,409.91,400.5,236.52,230.54,230.1,230.36,59.48,74.04,62.84,44.49,0.9,49.39
KSR-2,2025-01-08,00:33:00,2025-01-08 00:33:00,413677.35,0.73,0.73,26.43,26.43,7917.7,7917.7,45.22,14.63,17.92,14.68,72.73,69.43,80.33,70.4,404.03,412.84,405.67,399.54,237.36,238.01,233.31,228.86,72.73,69.43,80.33,70.4,0.9,49.19
KSR-1,2025-01-08,00:34:00,2025-01-08 00:34:00,669296.19,0.67,0.67,21.81,21.81,6327.49,6327.49,38.92,15.8,12.93,8.61,58.41,73.03,60.98,42.88,403.46,408.21,397.59,397.0,235.52,232.16,233.75,232.47,58.41,73.03,60.98,42.88,0.89,49.11
KSR-2,2025-01-08,00:34:00,2025-01-08 00:34:00,413678.12,0.78,0.78,27.21,27.21,7918.47,7918.47,46.0,15.19,17.54,14.58,72.81,70.62,83.82,66.31,394.21,408.54,393.01,397.31,228.83,228.67,230.05,234.22,72.81,70.62,83.82,66.31,0.9,49.63
KSR-1,2025-01-08,00:35:00,2025-01-08 00:35:00,669296.75,0.56,0.56,22.36,22.36,6328.05,6328.05,34.67,15.62,12.91,8.45,61.99,72.82,59.63,45.8,409.16,400.32,405.06,398.82,232.61,236.75,232.57,229.15,61.99,72.82,59.63,45.8,0.91,50.02
KSR-2,2025-01-08,00:35:00,2025-01-08 00:35:00,413678.87,0.75,0.75,27.96,27.96,7919.22,7919.22,46.69,15.08,18.34,14.7,71.32,68.87,82.55,67.15,399.53,401.05,402.75,408.76,234.59,236.02,233.95,227.24,71.32,68.87,82.55,67.15,0.93,50.82
KSR-1,2025-01-08,00:36:00,2025-01-08 00:36:00,669297.34,0.59,0.59,22.96,22.96,6328.64,6328.64,36.13,15.27,13.14,8.76,57.85,68.75,62.07,45.77,396.1,398.74,406.09,395.19,229.9,234.08,235.45,229.09,57.85,68.75,62.07,45.77,0.91,50.78
KSR-2,2025-01-08,00:36:00,2025-01-08 00:36:00,413679.67,0.79,0.79,28.76,28.76,7920.02,7920.02,47.2,14.52,17.69,14.88,73.64,66.82,79.46,69.35,406.19,399.45,392.84,395.38,231.67,230.73,230.13,229.97,73.64,66.82,79.46,69.35,0.91,50.43
KSR-1,2025-01-08,00:37:00,2025-01-08 00:37:00,669297.96,0.62,0.62,23.58,23.58,6329.26,6329.26,37.82,15.58,13.0,8.54,57.61,70.25,61.7,45.06,409.71,405.29,399.1,399.74,228.72,231.61,236.94,227.64,57.61,70.25,61.7,45.06,0.9,49.44
KSR-2,2025-01-08,00:37:00,2025-01-08 00:37:00,413680.45,0.78,0.78,29.54,29.54,7920.8,7920.8,46.34,14.68,18.06,14.61,72.84,69.77,80.0,66.34,399.42,409.71,405.83,406.29,236.19,236.01,232.92,232.78,72.84,69.77,80.0,66.34,0.92,50.71
KSR-1,2025-01-08,00:38:00,2025-01-08 00:38:00,669298.6,0.64,0.64,24.21,24.21,6329.9,6329.9,39.69,16.15,12.72,8.25,58.95,69.35,61.2,44.21,408.23,400.6,396.26,399.26,229.48,235.35,237.49,237.25,58.95,69.35,61.2,44.21,0.93,49.68
KSR-2,2025-01-08,00:38:00,2025-01-08 00:38:00,413681.23,0.78,0.78,30.32,30.32,7921.58,7921.58,45.02,14.01,17.83,14.63,73.98,70.21,81.63,68.69,405.63,406.55,400.38,399.61,228.91,232.29,232.86,231.77,73.98,70.21,81.63,68.69,0.9,49.93
KSR-1,2025-01-08,00:39:00,2025-01-08 00:39:00,669299.25,0.65,0.65,24.86,24.86,6330.55,6330.55,37.3,15.49,13.18,9.04,59.53,72.91,57.97,45.29,409.61,411.42,405.82,399.61,232.65,230.74,233.31,236.51,59.53,72.91,57.97,45.29,0.91,50.92
KSR-2,2025-01-08,00:39:00,2025-01-08 00:39:00,413682.01,0.77,0.77,31.09,31.09,7922.36,7922.36,46.98,15.02,19.12,14.74,72.95,69.67,81.34,70.07,410.51,402.11,400.86,396.48,229.1,236.82,230.05,229.63,72.95,69.67,81.34,70.07,0.93,50.03
KSR-1,2025-01-08,00:40:00,2025-01-08 00:40:00,669299.89,0.64,0.64,25.5,25.5,6331.19,6331.19,38.53,14.55,12.93,8.43,59.67,69.55,62.63,44.94,409.85,410.13,405.39,406.45,233.64,238.06,232.59,235.65,59.67,69.55,62.63,44.94,0.9,49.76
KSR-2,2025-01-08,00:40:00,2025-01-08 00:40:00,413682.78,0.77,0.77,31.87,31.87,7923.13,7923.13,47.79,14.14,17.88,13.87,73.88,68.16,80.17,68.45,401.31,399.92,406.08,403.92,234.6,235.55,230.65,235.49,73.88,68.16,80.17,68.45,0.94,50.58
KSR-1,2025-01-08,00:41:00,2025-01-08 00:41:00,669300.49,0.6,0.6,26.1,26.1,6331.79,6331.79,35.43,16.49,13.32,8.8,57.29,69.48,61.27,41.95,408.11,408.63,408.33,409.37,232.18,228.92,231.14,235.25,57.29,69.48,61.27,41.95,0.91,49.59
KSR-2,2025-01-08,00:41:00,2025-01-08 00:41:00,413683.53,0.76,0.76,32.62,32.62,7923.88,7923.88,46.0,14.22,18.35,14.75,74.34,67.36,80.67,69.75,395.85,408.19,405.66,402.98,228.12,231.28,229.98,232.38,74.34,67.36,80.67,69.75,0.93,49.74
KSR-1,2025-01-08,00:42:00,2025-01-08 00:42:00,669301.14,0.65,0.65,26.75,26.75,6332.44,6332.44,38.02,16.31,13.41,8.18,56.26,68.95,61.29,42.61,403.3,403.35,408.66,405.3,236.97,233.23,234.62,230.0,56.26,68.95,61.29,42.61,0.9,49.76
KSR-2,2025-01-08,00:42:00,2025-01-08 00:42:00,413684.34,0.8,0.8,33.42,33.42,7924.69,7924.69,48.41,15.05,18.35,14.44,74.02,70.6,84.53,70.13,395.39,411.9,401.84,403.85,230.96,234.59,231.44,234.54,74.02,70.6,84.53,70.13,0.92,50.19
KSR-1,2025-01-08,00:43:00,2025-01-08 00:43:00,669301.77,0.63,0.63,27.38,27.38,6333.07,6333.07,38.24,14.54,13.19,8.78,56.52,68.67,59.15,43.87,403.47,397.71,400.61,403.14,230.8,232.86,231.28,233.77,56.52,68.67,59.15,43.87,0.9,50.57
KSR-2,2025-01-08,00:43:00,2025-01-08 00:43:00,413685.11,0.78,0.78,34.2,34.2,7925.46,7925.46,45.52,15.11,18.59,13.76,70.83,70.19,79.5,69.54,402.55,404.55,395.36,400.73,231.55,231.49,234.4,233.71,70.83,70.19,79.5,69.54,0.93,49.38
KSR-1,2025-01-08,00:44:00,2025-01-08 00:44:00,669302.45,0.68,0.68,28.06,28.06,6333.75,6333.75,39.24,15.22,13.57,8.41,60.88,72.15,61.15,43.25,412.48,404.0,400.85,396.14,227.83,231.04,231.16,229.71,60.88,72.15,61.15,43.25,0.92,49.27
